Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Housing Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall,sum_types_of_material,diff_housing_unit,percentage_,absolute_from_vulnerable_houses
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,City of Baguio,PH141102000,87731,83249,4230,51,6,27,2,8,11,58,87642,89,0.001118185,98
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bakun,PH141103000,3347,2951,359,7,0,25,1,0,0,1,3344,3,0.008074163,27
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bokod,PH141104000,2873,2500,363,0,1,9,0,0,0,0,2873,0,0.003132614,9
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Buguias,PH141105000,10863,10210,525,4,3,36,0,0,1,2,10781,82,0.003617475,39
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Itogon,PH141106000,14204,13056,795,41,8,207,5,1,8,64,14185,19,0.020021149,284
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kabayan,PH141107000,3483,2604,686,8,5,95,4,0,6,9,3417,66,0.033362599,114
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kapangan,PH141108000,4194,3733,328,15,6,35,0,0,0,0,4117,77,0.008501336,35
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kibungan,PH141109000,3584,3138,227,16,6,108,0,0,0,1,3496,88,0.03117849,109
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,La Trinidad (Capital),PH141110000,33599,32872,631,14,10,23,1,2,0,4,33557,42,0.000834401,28
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Mankayan,PH141111000,8062,6800,878,14,8,26,1,0,0,1,7728,334,0.003623188,28
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Sablan,PH141112000,2599,2382,148,5,0,5,0,0,1,1,2542,57,0.002753737,7
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tuba,PH141113000,11123,10048,878,32,2,40,1,1,2,8,11012,111,0.004631311,51
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tublay,PH141114000,3854,3645,180,2,1,22,0,0,0,2,3852,2,0.00623053,24
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Aguinaldo,PH142708000,4658,1744,2627,0,5,279,0,0,1,0,4656,2,0.060137457,280
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Alfonso Lista (Potia),PH142707000,7138,4870,1616,1,29,606,0,0,0,2,7124,14,0.085345312,608
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Asipulo,PH142711000,2829,790,1832,0,1,194,0,0,0,0,2817,12,0.06886759,194
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Banaue,PH142701000,3925,2472,1217,1,1,203,0,0,0,0,3894,31,0.052131484,203
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hingyon,PH142709000,2044,1190,815,4,2,9,0,0,0,0,2020,24,0.004455446,9
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hungduan,PH142702000,1939,711,1216,2,0,7,1,0,0,1,1938,1,0.004643963,9
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Kiangan,PH142703000,3479,1782,1672,3,1,9,0,0,0,0,3467,12,0.002595904,9
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lagawe (Capital),PH142704000,3944,2398,1417,1,0,115,0,0,0,0,3931,13,0.029254643,115
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lamut,PH142705000,5593,3947,1434,2,7,173,1,1,1,7,5573,20,0.032657456,182
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Mayoyao,PH142706000,4071,1927,1892,0,4,245,0,0,0,0,4068,3,0.060226155,245
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Tinoc,PH142710000,3597,1899,1502,7,0,154,10,1,1,4,3578,19,0.047233091,169
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Balbalan,PH143201000,2301,656,1556,0,2,86,0,0,1,0,2301,0,0.037809648,87
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,City of Tabuk (Capital),PH143213000,22350,17757,3583,93,80,730,11,2,4,14,22274,76,0.034075604,759
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Lubuagan,PH143206000,1728,730,983,0,1,10,0,0,0,0,1724,4,0.005800464,10
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pasil,PH143208000,1797,795,977,1,0,24,0,0,0,0,1797,0,0.013355593,24
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pinukpuk,PH143209000,6258,2333,2869,6,11,1015,10,0,2,1,6247,11,0.164558988,1028
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Rizal (Liwan),PH143211000,3718,2479,778,10,65,369,7,0,0,1,3709,9,0.101644648,377
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tanudan,PH143214000,1568,179,1353,0,0,36,0,0,0,0,1568,0,0.022959184,36
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tinglayan,PH143215000,2270,1037,1160,7,0,62,1,0,0,1,2268,2,0.028218695,64
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Barlig,PH144401000,1190,851,335,0,0,4,0,0,0,0,1190,0,0.003361345,4
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bauko,PH144402000,6790,5778,718,5,2,28,3,0,0,1,6535,255,0.00489671,32
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Besao,PH144403000,1710,1235,462,1,1,5,0,0,0,0,1704,6,0.002934272,5
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bontoc (Capital),PH144404000,6307,5757,511,2,0,0,0,0,0,2,6272,35,0.000318878,2
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Natonin,PH144405000,2187,1373,748,2,2,45,0,0,0,0,2170,17,0.020737327,45
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Paracelis,PH144406000,5826,2452,2850,11,10,477,3,0,7,1,5811,15,0.083978661,488
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sabangan,PH144407000,2215,1665,529,1,1,2,0,0,1,0,2199,16,0.001364256,3
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sadanga,PH144408000,1764,1330,433,1,0,0,0,0,0,0,1764,0,0,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sagada,PH144409000,2641,1717,901,2,0,1,0,0,0,0,2621,20,0.000381534,1
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Tadian,PH144410000,4227,3420,627,5,0,18,0,0,0,1,4071,156,0.004667158,19
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Las Piñas,PH137601000,137897,120456,15766,66,113,861,14,35,109,287,137707,190,0.009229741,1271
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Makati,PH137602000,148430,138830,9050,16,16,193,15,13,38,93,148264,166,0.002286462,339
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Muntinlupa,PH137603000,115515,97791,15622,67,178,1161,38,51,140,199,115247,268,0.01334525,1538
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Parañaque,PH137604000,159587,136392,21676,105,95,395,12,34,186,352,159247,340,0.005934178,945
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,Pasay City,PH137605000,101557,86968,14079,98,3,204,11,7,11,77,101458,99,0.002986457,303
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,Pateros,PH137606000,13393,11522,1687,13,4,64,0,6,75,16,13387,6,0.011578397,155
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Taguig,PH137607000,192862,168730,21837,294,68,980,12,22,236,271,192450,412,0.007789036,1499
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Mandaluyong,PH137401000,93319,80952,11307,8,23,47,5,36,95,105,92578,741,0.002722029,252
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Marikina,PH137402000,95305,89333,5566,29,17,54,0,40,51,137,95227,78,0.002541296,242
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Pasig,PH137403000,175280,158041,16091,46,60,526,5,19,158,124,175070,210,0.004643857,813
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of San Juan,PH137405000,26768,23306,2729,0,0,2,0,0,1,19,26057,711,0.000844303,22
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,Quezon City,PH137404000,660249,594966,59311,565,146,991,105,352,473,1302,658211,2038,0.004361823,2871
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Caloocan,PH137501000,353357,327470,23339,270,108,613,37,222,208,647,352914,443,0.004264495,1505
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Malabon,PH137502000,81724,64932,15421,123,58,615,12,56,163,237,81617,107,0.012583163,1027
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Navotas,PH137503000,56260,42611,12792,32,11,574,18,10,39,99,56186,74,0.01299256,730
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Valenzuela,PH137504000,147161,134599,11917,84,34,197,6,20,61,116,147034,127,0.002584436,380
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bacolod (Capital),PH064501000,126516,91096,27099,877,317,5266,108,58,189,493,125503,1013,0.048253827,6056
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bago,PH064502000,39765,18619,14999,154,220,5381,47,7,30,116,39573,192,0.140853612,5574
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Binalbagan,PH064503000,14823,7175,4883,18,158,2512,6,1,5,12,14770,53,0.171631686,2535
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Cadiz,PH064504000,34947,15553,11279,162,455,7165,66,8,36,48,34772,175,0.210370413,7315
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Calatrava,PH064505000,18380,4916,9679,163,58,3434,25,0,18,19,18312,68,0.190913062,3496
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Candoni,PH064506000,4947,1448,2705,7,15,753,0,0,0,0,4928,19,0.152800325,753
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Cauayan,PH064507000,22604,5399,5187,57,833,10924,74,11,27,60,22572,32,0.491095162,11085
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Escalante,PH064509000,21519,9723,8504,72,88,2904,13,5,38,92,21439,80,0.142124166,3047
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Himamaylan,PH064510000,25229,10163,8271,37,235,6156,26,3,20,36,24947,282,0.250050106,6238
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Kabankalan,PH064515000,39841,12234,19660,169,197,6786,30,51,184,31,39342,499,0.178714859,7031
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sipalay,PH064527000,14783,5349,4234,19,295,4781,12,1,2,26,14719,64,0.327535838,4821
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Talisay,PH064528000,22840,14290,6616,34,56,1577,7,3,15,19,22617,223,0.071539108,1618
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Victorias,PH064531000,19063,11708,5112,189,101,1671,52,6,23,58,18920,143,0.095348837,1804
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Enrique B. Magalona (Saravia),PH064508000,14180,8394,3572,35,118,1891,14,7,14,22,14067,113,0.137982512,1941
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinigaran,PH064511000,20421,10167,4094,44,292,5427,40,1,28,176,20269,152,0.279786867,5671
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinoba-An (Asia),PH064512000,12368,4711,2543,12,397,4654,10,2,2,3,12334,34,0.378547106,4669
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Ilog,PH064513000,12698,4150,4082,7,266,4122,12,2,3,15,12659,39,0.327987993,4152
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Isabela,PH064514000,13332,5188,5793,24,84,2121,19,1,3,1,13234,98,0.162006952,2144
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of La Carlota,PH064516000,15375,9153,3865,21,105,2103,6,0,7,33,15293,82,0.140521807,2149
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,La Castellana,PH064517000,16740,6990,7446,59,63,1995,20,16,16,62,16667,73,0.125577488,2093
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Manapla,PH064518000,12254,6983,3258,16,135,1761,6,3,8,5,12175,79,0.146201232,1780
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Moises Padilla (Magallon),PH064519000,8841,2909,4683,4,17,1140,8,0,23,16,8800,41,0.134886364,1187
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Murcia,PH064520000,18227,9131,6693,73,94,2118,3,2,14,11,18139,88,0.118308617,2146
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pontevedra,PH064521000,12008,6121,3152,18,107,2339,11,1,9,12,11770,238,0.20144435,2371
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pulupandan,PH064522000,6267,4041,1118,10,145,916,12,1,5,2,6250,17,0.1496,935
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sagay,PH064523000,33246,13791,12588,149,191,6177,37,6,35,114,33088,158,0.192305368,6363
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Salvador Benedicto,PH064532000,5862,1440,3875,8,6,475,0,0,2,0,5806,56,0.08215639,477
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of San Carlos,PH064524000,30569,11089,14366,96,55,4506,14,3,28,54,30211,358,0.152328622,4602
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,San Enrique,PH064525000,5557,3161,1219,10,65,1023,7,0,3,61,5549,8,0.19715264,1094
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Silay,PH064526000,28348,18815,6848,204,156,1841,23,15,54,72,28028,320,0.071000428,1990
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Toboso,PH064529000,9724,3214,5072,40,28,1321,0,1,3,13,9692,32,0.137948824,1337
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Valladolid,PH064530000,8836,5436,1779,38,85,1429,12,0,4,22,8805,31,0.166609881,1467
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Amlan (Ayuquitan),PH074601000,5524,2289,890,1,379,1950,1,0,1,3,5514,10,0.354552049,1955
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Ayungon,PH074602000,10412,2579,3315,13,250,4217,13,0,1,5,10393,19,0.407582026,4236
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bacong,PH074603000,8255,5043,1168,6,239,1757,4,0,3,2,8222,33,0.214789589,1766
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bais,PH074604000,17577,6661,6889,56,225,3469,30,2,14,13,17359,218,0.2031223,3526
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Basay,PH074605000,5914,1859,1491,2,257,2242,8,2,6,3,5870,44,0.38483816,2259
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bindoy (Payabon),PH074607000,8673,1923,2868,12,144,3618,8,2,13,79,8667,6,0.428983501,3718
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Canlaon,PH074608000,12624,5462,6165,99,22,762,7,0,10,17,12544,80,0.063456633,796
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bayawan (Tulong),PH074606000,25532,7508,11388,51,206,6103,37,3,20,55,25371,161,0.244964724,6215
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Guihulngan,PH074611000,22324,5673,9711,47,225,6486,41,2,43,36,22264,60,0.296712181,6606
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Tanjay,PH074621000,18281,8838,4544,7,517,4211,24,12,7,51,18211,70,0.235736643,4293
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Dauin,PH074609000,6500,3245,756,1,223,2243,2,3,3,6,6482,18,0.347732181,2254
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Dumaguete (Capital),PH074610000,29262,21859,3890,42,564,2561,37,20,22,99,29094,168,0.093455695,2719
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Jimalalud,PH074612000,7100,1605,1360,4,119,3864,10,2,81,9,7054,46,0.561950666,3964
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,La Libertad,PH074613000,9138,1934,3271,18,143,3628,21,0,5,10,9030,108,0.405758583,3664
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Mabinay,PH074614000,17645,4922,10371,231,43,1889,31,4,44,50,17585,60,0.114529428,2014
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Manjuyod,PH074615000,9923,3855,2917,9,173,2848,6,0,25,4,9837,86,0.293077158,2883
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Pamplona,PH074616000,8701,3372,2997,167,87,1810,56,5,29,165,8688,13,0.237108656,2060
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,San Jose,PH074617000,4583,2262,783,3,154,1366,2,1,1,4,4576,7,0.300043706,1373
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Santa Catalina,PH074618000,16712,4533,5572,42,398,5849,52,0,20,40,16506,206,0.361141403,5961
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Siaton,PH074619000,17820,5724,3925,14,462,7511,14,1,4,15,17670,150,0.426938314,7544
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Sibulan,PH074620000,13886,7619,2050,25,576,3464,35,0,11,10,13790,96,0.255257433,3520
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Tayasan,PH074622000,8447,1607,2802,7,82,3880,11,0,1,1,8391,56,0.46394947,3893
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Valencia (Luzurriaga),PH074623000,7965,4783,1710,28,126,1206,9,1,15,9,7887,78,0.157093952,1239
