source,Area,Date,Certainty,Impact,People Affected,Deaths,flood
http://www.monitor.co.ug/SpecialReports/Butaleja-Dsitrict--From-troubling-starvation/-/688342/2090774/-/lo29re/-/index.html,Tororo,28/11/2013,2,L,,,1
http://www.monitor.co.ug/News/National/Heavy-rains-in-Tororo--Kaboong-displace-450/-/688334/1745710/-/fxa75y/-/index.html,Tororo,04/12/2013,2,L,,,1
http://www.monitor.co.ug/News/National/Govt-gets-Shs100b-for-Tororo-dam/-/688334/2311836/-/u0uh7s/-/index.html,Tororo,05/12/2014,2,L,,,1
http://www.monitor.co.ug/News/National/UNRA-builds-alternative-bridge-at-Malaba/-/688334/2605374/-/127g3a4z/-/index.html,Tororo,29/01/2015,2,L,,,1
http://www.monitor.co.ug/Magazines/Farming/The-mineral-that-boosts-soils-and-crop-yields/-/689860/2685582/-/j2edi8z/-/index.html,Tororo,15/04/2015,2,L,,,1
MP. TORORO SOUTH COUNTY,Tororo,04/05/2016,2,L,,,1
NewVision,Wakiso,28/05/2005,2,L,,6,1
New Vision,Wakiso,11/11/2006,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/782390/-/w0o5hn/-/index.html,Wakiso,25/09/2007,2,L,,,1
http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html,Wakiso,20/11/2007,2,L,,,1
http://www.newvision.co.ug/news/479929-total-man.html,Wakiso,23/11/2007,5,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html,Wakiso,27/11/2007,5,L,,,1
http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html,Wakiso,26/01/2008,5,L,,,1
http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html,Wakiso,15/02/2008,3,L,,,1
http://www.monitor.co.ug/Magazines/Life/-/689856/760986/-/10tstp0z/-/index.html,Wakiso,13/12/2008,2,L,,,1
URCS-Kampala South Branch,Wakiso,22/02/2010,2,L,,,1
http://www.monitor.co.ug/Business/Prosper/-/688616/893144/-/jfj6t2z/-/index.html,Wakiso,04/06/2010,3,L,,,1
http://www.monitor.co.ug/Business/Prosper/-/688616/977532/-/iwlnhdz/-/index.html,Wakiso,17/08/2010,3,L,,,1
http://www.newvision.co.ug/news/612643-stern-action-needed-to-end-city-floods.html,Wakiso,23/08/2010,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1015622/-/cnmrtcz/-/index.html,Wakiso,22/09/2010,3,L,,,1
http://www.monitor.co.ug/Magazines/Farming/-/689860/875928/-/wufp6q/-/index.html,Wakiso,03/10/2010,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1043428/-/cltlchz/-/index.html,Wakiso,31/10/2010,3,L,,,1
http://www.newvision.co.ug/news/327832-museveni-predicts-landslide-victory.html,Wakiso,16/02/2011,3,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/1118904/-/13coff4z/-/index.html,Wakiso,03/04/2011,3,L,,,1
http://www.newvision.co.ug/news/18911-floods-paralyse-kampala-traffic.html,Wakiso,11/04/2011,3,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/1194364/-/137u13pz/-/index.html,Wakiso,07/05/2011,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1176454/-/c0u5vqz/-/index.html,Wakiso,06/07/2011,3,L,,,1
http://www.newvision.co.ug/news/317388-updf-gear-stuck-in-bududa.html,Wakiso,18/08/2011,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1236360/-/bj8lhxz/-/index.html,Wakiso,14/09/2011,3,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/-/689360/1237048/-/a15ijm/-/index.html,Wakiso,16/09/2011,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1252916/-/bi36eiz/-/index.html,Wakiso,10/10/2011,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,Wakiso,05/11/2011,3,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1275802/-/13udl6yz/-/index.html,Wakiso,20/11/2011,3,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/1295534/-/12nqjjjz/-/index.html,Wakiso,27/12/2011,3,L,,,1
http://www.monitor.co.ug/SpecialReports/Who-is-to-blame-for-continuous-environment-degradation-/-/688342/1491626/-/pq6t06z/-/index.html,Wakiso,09/01/2012,3,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1333236/-/b07yknz/-/index.html,Wakiso,23/02/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Uganda-s-best-and-worst-employers/-/688334/1399618/-/jv4g4ez/-/index.html,Wakiso,05/05/2012,3,L,,,1
http://www.newvision.co.ug/news/634959-move-some-ministries-out-of-kampala.html,Wakiso,09/06/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Company-sues-electoral-body-over-alleged-contract-breach/-/688334/1400826/-/tkfkm0z/-/index.html,Wakiso,05/07/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Entebbe-schools-stopped-from-reopening-over-spilling-sewage/-/688334/1480340/-/pd88awz/-/index.html,Wakiso,16/08/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Museveni-begs-donors-over-aid-cuts/-/688334/1624432/-/qp2mt3z/-/index.html,Wakiso,19/11/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Water-shy-tourists-told-to-get-on-the-road-boat/-/688334/1650662/-/wkn7tdz/-/index.html,Wakiso,24/12/2012,3,L,,,1
http://www.monitor.co.ug/News/National/Red-Cross-registers-66-injury-cases/-/688334/1653290/-/epkxafz/-/index.html,Wakiso,29/12/2012,3,L,,,1
http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html,Wakiso,04/02/2013,3,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Weather-forecasts--Stop-misleading-us/-/806314/1934088/-/xmdcu/-/index.html,Wakiso,08/02/2013,3,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Uganda-in-2013--the-first-100-days/-/691232/1755892/-/ei0dto/-/index.html,Wakiso,23/04/2013,3,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/Monitor-wetland-activities-closely/-/689360/1908272/-/wurjd5z/-/index.html,Wakiso,07/08/2013,3,L,,,1
http://www.monitor.co.ug/Magazines/Farming/After-sharing-her-story--Naluyima-now-sells-40-more-piglets-/-/689860/1996376/-/ick8m4/-/index.html,Wakiso,18/09/2013,3,L,,,1
http://www.monitor.co.ug/News/National/Museveni-grants-new-MP-slot-to-Ntoroko/-/688334/2075130/-/15bgf11z/-/index.html,Wakiso,16/11/2013,3,L,,,1
http://www.monitor.co.ug/News/National/Flooded-river-disrupts-transport--destroys-crops/-/688334/2437670/-/4u3im7/-/index.html,Wakiso,09/02/2014,3,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/You-reap-what-you-sow--Bukenya-tells-Mbabazi/-/689844/2245744/-/fwbvw1/-/index.html,Wakiso,16/03/2014,3,L,,,1
http://www.monitor.co.ug/Business/Auto/Splashing-water-isn-t-ok/-/688614/2250368/-/kttqomz/-/index.html,Wakiso,20/03/2014,3,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/Flyover-won-t-decongest-Kampala-city/-/689844/2302210/-/mvret3/-/index.html,Wakiso,05/04/2014,3,L,,,1
http://www.newvision.co.ug/news/654641-rainy-season-nema-warns-of-severe-disasters.html,Wakiso,17/04/2014,3,M,,,1
http://www.monitor.co.ug/News/National/KCCA-plans-to-ban-boda-bodas-from-city-centre/-/688334/2303590/-/3iqq6x/-/index.html,Wakiso,05/05/2014,3,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Know-your-hood--Nateete-Western-Uganda-s-gateway-to-Kampala/-/689858/2360428/-/6hfero/-/index.html,Wakiso,25/06/2014,3,,,,1
http://www.monitor.co.ug/News/National/Hundreds-displaced-as-rains-pound-Albetong/-/688334/2444408/-/l5aob4/-/index.html,Wakiso,09/08/2014,3,M,,,1
http://www.monitor.co.ug/OpEd/Commentary/Water-transport-can-cut-Kampala-s-travel-costs/-/689364/2428168/-/liaaww/-/index.html,Wakiso,24/08/2014,3,H,,,1
http://www.monitor.co.ug/News/National/Residents-flee-landslide-prone-areas/-/688334/2453480/-/4dynt5/-/index.html,Wakiso,16/09/2014,3,L,,,1
http://www.newvision.co.ug/news/661066-kyambogo-edge-nkumba-on-flooded-home-pitch.html,Wakiso,24/10/2014,3,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/One-swamp-s-destruction--a-future-generation-s-problem/-/691232/2502598/-/ggsn68/-/index.html,Wakiso,29/10/2014,3,H,,,1
http://www.monitor.co.ug/News/National/Kumi-schools-fail-to-open-over-heavy-rains/-/688334/2448280/-/8soa3hz/-/index.html,Wakiso,09/11/2014,3,H,,,1
Wakiso DLG,Wakiso,18/05/2015,3,L,,,1
http://www.monitor.co.ug/News/National/1-000-traders-face-eviction/-/688334/2722510/-/ht2qtfz/-/index.html,Wakiso,20/05/2015,3,L,,,1
