Region,PCODE_REG,Province,PCODE_PROV,City_Municipality,PCODE_MUN_CTY,Total # of Active HHs,housing_unit,
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,BALAYAN,PH041003000,"4,171",20414,0.204320564
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,BALETE,PH041004000,"1,415",4580,0.308951965
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,"6,482",75485,0.085871365
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,BAUAN,PH041006000,"1,113",20241,0.054987402
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,CALACA,PH041007000,"3,607",17707,0.20370475
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,CALATAGAN,PH041008000,"3,014",13337,0.225987853
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,"1,090",7160,0.152234637
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,IBAAN,PH041010000,"1,545",12005,0.128696377
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,LAUREL,PH041011000,"2,155",8551,0.252017308
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,LEMERY,PH041012000,"3,422",19635,0.174280621
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,LIAN,PH041013000,"2,892",12507,0.231230511
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,CITY OF LIPA,PH041014000,"7,941",72177,0.110021198
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,LOBO,PH041015000,"2,155",8945,0.240916713
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,MABINI,PH041016000,891,9757,0.091319053
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,MALVAR,PH041017000,"1,366",12833,0.106444323
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,MATAASNAKAHOY,PH041018000,925,6415,0.144193297
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,NASUGBU,PH041019000,"5,542",30482,0.181812217
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,PADRE GARCIA,PH041020000,"1,318",10782,0.122240772
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,ROSARIO,PH041021000,"4,928",25971,0.189750106
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SAN JOSE,PH041022000,"1,927",17972,0.107222346
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SAN JUAN,PH041023000,"5,358",23713,0.225952009
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SAN LUIS,PH041024000,"1,308",7218,0.181213633
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SAN NICOLAS,PH041025000,"1,035",4473,0.23138833
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SAN PASCUAL,PH041026000,547,14589,0.037494002
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SANTA TERESITA,PH041027000,722,4218,0.171171171
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,SANTO TOMAS,PH041028000,"2,881",42118,0.068403058
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,TAAL,PH041029000,"2,141",11900,0.179915966
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,TALISAY,PH041030000,"1,320",9685,0.136293237
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,CITY OF TANAUAN,PH041031000,"3,074",37426,0.082135414
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,TAYSAN,PH041032000,"1,394",8479,0.16440618
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,TINGLOY,PH041033000,"1,180",4054,0.291070548
Region IV-A (CALABARZON),PH040000000,BATANGAS,PH041000000,TUY,PH041034000,"2,152",10034,0.214470799
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,ALFONSO,PH042101000,"1,259",11762,0.107039619
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,AMADEO,PH042102000,609,8761,0.069512613
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF BACOOR,PH042103000,"8,806",144707,0.060854002
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CARMONA,PH042104000,"1,140",23448,0.048618219
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF CAVITE,PH042105000,"2,414",23828,0.101309384
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF DASMARIÑAS,PH042106000,"4,427",145166,0.030496122
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,GENERAL EMILIO AGUINALDO,PH042107000,533,4365,0.122107675
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF GENERAL TRIAS,PH042108000,"2,159",76687,0.028153403
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF IMUS,PH042109000,"2,571",95234,0.026996661
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,INDANG,PH042110000,"1,000",14797,0.067581266
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,KAWIT,PH042111000,"2,157",19510,0.110558688
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,MAGALLANES,PH042112000,"1,131",4766,0.237305917
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,MARAGONDON,PH042113000,"1,398",8201,0.170467016
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,MENDEZ (MENDEZ-NUÑEZ),PH042114000,399,7016,0.056870011
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,NAIC,PH042115000,"3,658",25703,0.142318017
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,NOVELETA,PH042116000,504,11088,0.045454545
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,ROSARIO,PH042117000,"2,739",27856,0.098327111
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,SILANG,PH042118000,"1,729",56961,0.030354102
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF TAGAYTAY,PH042119000,"1,363",15969,0.085352871
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,TANZA,PH042120000,"3,053",53692,0.056861357
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,TERNATE,PH042121000,"1,331",5645,0.23578388
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,CITY OF TRECE MARTIRES (Capital),PH042122000,"3,159",32795,0.096325659
Region IV-A (CALABARZON),PH040000000,CAVITE,PH042100000,GEN. MARIANO ALVAREZ,PH042123000,"2,588",33914,0.076310668
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,ALAMINOS,PH043401000,752,11025,0.068208617
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,BAY,PH043402000,"1,935",14987,0.129111897
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,CITY OF BIÑAN,PH043403000,"5,906",82168,0.07187713
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,CITY OF CABUYAO,PH043404000,"2,223",78730,0.028235742
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,CITY OF CALAMBA,PH043405000,"3,977",113431,0.035060962
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,CALAUAN,PH043406000,"1,904",17591,0.108237167
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,CAVINTI,PH043407000,820,5355,0.153127918
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,FAMY,PH043408000,660,3611,0.182774855
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,KALAYAAN,PH043409000,734,5109,0.143668037
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,LILIW,PH043410000,559,8990,0.0621802
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,LOS BAÑOS,PH043411000,"1,592",27722,0.057427314
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,LUISIANA,PH043412000,339,4635,0.073139159
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,LUMBAN,PH043413000,878,6933,0.126640704
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,MABITAC,PH043414000,879,4490,0.195768374
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,MAGDALENA,PH043415000,915,5754,0.159019812
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,MAJAYJAY,PH043416000,"1,181",6464,0.182704208
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,NAGCARLAN,PH043417000,"1,310",15212,0.086116224
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,PAETE,PH043418000,708,5425,0.130506912
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,PAGSANJAN,PH043419000,949,9581,0.099050204
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,PAKIL,PH043420000,"1,008",4571,0.220520674
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,PANGIL,PH043421000,797,5393,0.147784165
Region IV-A (CALABARZON),PH040000000,LAGUNA,PH043400000,PILA,PH043422000,"1,663",11326,0.146830302
