fid,name,lat,lon,type,report_date
17410,Mphungapunga borehole,-10.8199135,34.0212104,Borehole or tubewell,
17414,Megzalapo Ngulube village borehole ,-12.0112351,33.5072489,Borehole or tubewell,
17415,Zambo Lungu borehole ,-12.0474158,33.4807026,Borehole or tubewell,
17416,Phazima mkambule borehole No.3,-12.0196952,33.4903638,Borehole or tubewell,
17417,Nyanyata Mhuwera ,-12.0263132,33.4771563,Borehole or tubewell,
17418,Matandamva borehole ,-12.0396122,33.4733248,Borehole or tubewell,
17419,Gonamubondo borehole ,-10.8818460,34.0492652,Borehole or tubewell,
17420,Mhoni tap,-11.0140729,33.8698994,Piped into public tap / standpipe / basin,
17421,Rapher Mwakyanjala protected dug well,-9.9376210,33.9254501,Borehole or tubewell,
17422,Jaston msofi water point ,-11.0278592,33.8476449,Piped into public tap / standpipe / basin,
17424,Mjomba Borehole,-9.9995084,33.9165656,Borehole or tubewell,
17425,Mwagomba tap,-11.0157150,33.8532231,Piped into public tap / standpipe / basin,
17426,Mkhalira,-10.8356916,34.0103480,Protected dug well,
17427,Mkhalira shallow well,-10.8343097,34.0117295,Protected dug well,
17428,Chinyamunyamu Shaba borehole ,-11.8591206,33.5360004,Borehole or tubewell,
17429,Mkhalira,-10.8367140,34.0044520,Protected dug well,
17432,Mwaukauli WP,-10.9692767,33.6761639,Piped into yard/plot,
17433,Kenani WP,-10.9712946,33.6852200,Piped into yard/plot,
17434,Charles mhango tap,-10.9747697,33.7699337,Piped into yard/plot,
17435,Ng'onga  health centre borehole ,-10.9393552,33.9436534,Borehole or tubewell,
17436,Mzowa 2 borehore ,-11.3072384,33.6373705,Borehole or tubewell,
17437,Tumalike ,-9.8628675,33.8968758,Protected dug well,
17439,Teleka tap,-11.0132678,33.8646137,Piped into public tap / standpipe / basin,
17441,Zombe  water point ,-10.9711201,33.7412363,Piped into public tap / standpipe / basin,
17444,Kaswiri Nkhoma water point ,-12.1388668,33.4701503,Protected dug well,
17449,Potpher Mwangolera borehole 5,-9.9879719,33.9399396,Borehole or tubewell,
17450,Bright Siwakwe Tap ,-11.0174834,33.8461109,Piped into public tap / standpipe / basin,
17451,Gwinyani,-10.7838279,34.2074075,Piped into public tap / standpipe / basin,
17455,Manyamula health centre tap 1,-11.9398266,33.4391350,Piped into public tap / standpipe / basin,
17456,Bongowongo borehole,-11.7604204,33.4740295,Borehole or tubewell,
17458,Gomeka,-11.0213999,33.8661883,Piped into public tap / standpipe / basin,
17459,Kabaza borehole ,-10.9327702,33.9513562,Borehole or tubewell,
17460,Vinkhumbu Chaula waterpoint ,-11.1048116,33.8149813,Borehole or tubewell,
17462,Gogo Chirambo WP,-10.9878441,33.6758705,Piped into yard/plot,
17465,Rabson msowoya tap ,-11.0174475,33.8487047,Piped into yard/plot,
17467,Mjuma,-10.9468156,33.7665820,Piped into public tap / standpipe / basin,
17471,Luviri secondary school 1 WP,-10.9941109,33.6688534,Piped into public tap / standpipe / basin,
17475,Chithundu shallow well ,-12.0188196,33.4195001,Protected dug well,
17477,Mkwinda watertpoint 3,-10.0336172,33.7772465,Surface water,
17478,Mariana mnthali tap ,-10.9751050,33.7695536,Piped into yard/plot,
17480,Kafwefwe School borehole,-11.3825229,33.3926820,Borehole or tubewell,
17482,Lytwel nhlema tap,-11.1844368,33.8878353,Piped into public tap / standpipe / basin,
17487,Fwasani Nyirenda Tap ,-11.0168045,33.8457707,Piped into public tap / standpipe / basin,
17491,Chume mwaussegha kiosk,-9.9241455,33.9454913,Piped into public tap / standpipe / basin,
17492,Brian chiwozga tap ,-10.9758402,33.7692942,Piped into yard/plot,
17493,Dailesi Gondwe tap,-10.9778017,33.7045867,Piped into yard/plot,
17494,Mwahimba CBC borehole ,-9.8634035,33.8968593,Borehole or tubewell,
17497,Funywayo Ng'oma waterpoint ,-11.1015711,33.8042740,Borehole or tubewell,
17500,Mseka Nyirongo borehole ,-11.7107146,33.5937030,Borehole or tubewell,
17506,Bongololo,-10.9717767,33.7401761,Piped into public tap / standpipe / basin,
17509,Mercy  ngonya 2 water point ,-11.0280582,33.8490148,Piped into public tap / standpipe / basin,
17514,Cry WP,-10.8662333,33.7556750,Piped into yard/plot,
17515,Mukoxy WP,-10.8933704,33.7617025,Piped into yard/plot,
17516,Yajama Shumba water point 2,-12.0810471,33.5724606,Protected dug well,
17517,Junior Nyirongo water point ,-12.1356383,33.4708213,Protected dug well,
17518,Patriciah WP,-10.8715128,33.7645182,Piped into yard/plot,
17519,Kalimu WP ,-10.8695059,33.7652435,Piped into yard/plot,
17520,Diwulani wp,-10.8885612,33.7592329,Piped into yard/plot,
17522,Lunyina School WP,-10.8713074,33.7608970,Piped into public tap / standpipe / basin,
17523,Cathy wp,-10.8673782,33.7587755,Piped into yard/plot,
17524,Kalopa wp,-10.8664762,33.7551714,Piped into public tap / standpipe / basin,
17525,Heavy WP,-10.8659038,33.7596974,Piped into yard/plot,
17526,Sibale WP,-10.8822478,33.7632712,Piped into public tap / standpipe / basin,
17527,Muyota wp,-10.8699071,33.7647461,Piped into public tap / standpipe / basin,
17528,Muko wp,-10.8812593,33.7604714,Piped into yard/plot,
17530,Jemmings Gondwe WP,-10.9550963,33.7628053,Piped into yard/plot,
17531,Aaron wp,-10.8779552,33.7582944,Piped into yard/plot,
17532,Mupokonyoka WP,-10.8618547,33.7559171,Piped into public tap / standpipe / basin,
17533,Bikisa WP,-10.8622708,33.7597580,Piped into public tap / standpipe / basin,
17536,Mgala wp,-10.8828360,33.7638930,Piped into yard/plot,
17537,Mbego wp,-10.8663907,33.7598589,Piped into yard/plot,
17538,Spolo wp,-10.8743520,33.7625656,Piped into yard/plot,
17539,Chisavya WP,-10.8687259,33.7662147,Piped into public tap / standpipe / basin,
17540,Happy wp,-10.8635635,33.7611222,Piped into yard/plot,
17541,Zondani Chirambo tap,-10.9766466,33.7037339,Piped into yard/plot,
17544,Shabani  Miilazi shallow well,-9.8574785,33.9039125,Protected dug well,
17547,Mwangalawe ,-9.8566275,33.9093543,Protected dug well,
17548,Chibungumile LEA School borehole ,-10.1968758,33.7156389,Borehole or tubewell,
17549,Bvungu primary school waterpoint,-10.0341827,33.7803279,Borehole or tubewell,
17551,Chikalamba,-11.0258993,33.8537917,Piped into public tap / standpipe / basin,
17553,Chivungulu vge,-10.8719778,34.0183669,Borehole or tubewell,
17555,Mukola WP,-10.9013932,33.7637764,Piped into public tap / standpipe / basin,
17556,Limbikani wp,-10.9122862,33.7645581,Piped into yard/plot,
17557,Kazezani borehole ,-11.8458634,33.4674654,Borehole or tubewell,
17558,Muwanga wp,-10.9052745,33.7638136,Piped into yard/plot,
17559,Katope WP,-10.9103120,33.7645598,Piped into yard/plot,
17563,Mclean kanyinji water point,-12.2243631,33.5067868,Protected dug well,
17565,Kenani chavula borehole ,-11.9713791,33.3902293,Borehole or tubewell,
17570,Chatonda vge tap,-10.8943692,33.9726084,Piped into public tap / standpipe / basin,
17571,Matambalika shallow well 2,-10.8140171,34.1126825,Protected dug well,
17576,Nkhalamu Jere village borehole 1,-11.2104813,33.4930082,Borehole or tubewell,
17578,Bisho WP,-10.9367379,33.7622681,Piped into yard/plot,
17580,Changula WP,-10.9350739,33.7589508,Piped into yard/plot,
17582,Khalira WP,-10.9302233,33.7617051,Piped into public tap / standpipe / basin,
17586,Mayelere WP,-10.9273646,33.7648217,Piped into public tap / standpipe / basin,
17589,Misheck WP,-10.9264939,33.7651014,Piped into yard/plot,
17591,Jino tap 3,-10.9458172,33.7617815,Piped into public tap / standpipe / basin,
17592,Thomas Mkandawire village borehole ,-11.2026892,33.4973963,Borehole or tubewell,
17593,Mayelere 1 wp,-10.9223402,33.7697981,Piped into public tap / standpipe / basin,
17603,Chisovya,-10.9474615,33.9435729,Piped into public tap / standpipe / basin,
17605,Manyamula health center tap 3,-11.9396600,33.4392212,Piped into public tap / standpipe / basin,
17611,Nchenachena epa 5 tap,-10.7517480,34.0245531,Piped into public tap / standpipe / basin,
17615,Gonamwamba  water point ,-10.9717825,33.7411799,Piped into public tap / standpipe / basin,
17617,Gankha Chirwa borehole ,-11.4112813,33.5636576,Borehole or tubewell,
17621,Grecouse gawusi tap ,-11.0175815,33.8484727,Piped into yard/plot,
17622,Kawazamawe  water point ,-10.9805918,33.7226260,Piped into public tap / standpipe / basin,
17624,Nchenachena 6 tap,-10.7520245,34.0244718,Piped into public tap / standpipe / basin,
17625,Rosemary Chirambo tap,-10.9751049,33.7050145,Piped into yard/plot,
17629,Nchenachena epa 7,-10.7521748,34.0244305,Piped into public tap / standpipe / basin,
17630,Ziwiri 2 wp,-10.9322271,33.7742099,Piped into public tap / standpipe / basin,
17631,Vwalauheni WP,-10.9282496,33.7768353,Piped into public tap / standpipe / basin,
17636,Mzikila  water point ,-10.9722630,33.7414681,Piped into public tap / standpipe / basin,
17638,Mukulama WP,-10.9292929,33.7724316,Piped into public tap / standpipe / basin,
17641,ZONDIWE NGWENYA well,-12.0446866,33.3217948,Unprotected dug well,
17644,Nhlema borehole ,-11.4327157,33.8365314,Borehole or tubewell,
17647,Nyachirambo tap,-10.9756934,33.7010518,Piped into yard/plot,
17652,Bongololo,-10.9717859,33.7396143,Piped into public tap / standpipe / basin,
17653,Chimbila njembe  water point ,-10.9379626,33.7814768,Piped into public tap / standpipe / basin,
17656,Chatumbwa,-11.0244609,33.8526905,Piped into public tap / standpipe / basin,
17658,Jembe tap,-11.0112835,33.8633426,Piped into yard/plot,
17660,Kasalu tap,-11.0119550,33.8626695,Piped into yard/plot,
17663,Maxwel Mkandawire water point,-12.1410247,33.4722121,Protected dug well,
17664,Muwila tap,-11.0112559,33.8628334,Piped into public tap / standpipe / basin,
17671,Mchoboli tap 2,-11.0110544,33.8630971,Piped into yard/plot,
17673,Chitwanga tap,-11.0111481,33.8631668,Piped into yard/plot,
17674,Kamangolo Kamanga  borehole ,-11.6861910,33.5542298,Borehole or tubewell,
17677,Mwaungulu tap,-11.0149092,33.8629739,Piped into yard/plot,
17679,Jamajama Banda ,-12.0928468,33.3047518,Protected dug well,
17680,Chikalamba,-11.0142178,33.8518088,Piped into public tap / standpipe / basin,
17682,Mzome borehole ,-11.8530348,33.5334084,Borehole or tubewell,
17692,RAPHAEL J Chirambo tap,-10.9775192,33.6984229,Piped into yard/plot,
17695,Thomas Nyirenda borehole ,-11.9408177,33.4070538,Borehole or tubewell,
17698,Bamantha,-10.9413822,33.7444872,Piped into public tap / standpipe / basin,
17699,John Mvula Tap ,-11.0185935,33.8410934,Piped into public tap / standpipe / basin,
17705,Simati WP,-10.9754971,33.6899024,Piped into yard/plot,
17706,Angellax WP,-10.9728457,33.6922551,Piped into yard/plot,
17707,Chala 2 WP,-10.9724545,33.6893111,Piped into yard/plot,
17708,Dango Nkhoma ,-12.0703241,33.3075352,Unprotected dug well,
17710,Mleso WP ,-10.9753036,33.6871904,Piped into yard/plot,
17712,Clementx WP,-10.9726934,33.6885375,Piped into yard/plot,
17714,Munowa wp,-10.9729578,33.6888959,Piped into yard/plot,
17715,Bwengu Health centre tap 2,-11.0635803,33.9169804,Piped into yard/plot,
17719,Mercy Gondwe tap ,-11.0173085,33.8489937,Piped into yard/plot,
17720,Sala Chirwa Tap ,-11.0186695,33.8410630,Piped into public tap / standpipe / basin,
17721,Petre nyirenda tap,-11.0188787,33.8466058,Piped into yard/plot,
17723,Jimajima tap 2,-10.9481090,33.7551235,Piped into yard/plot,
17726,Mwentete tap 3,-11.0209851,33.8583837,Piped into public tap / standpipe / basin,
17729,Mjuma,-10.9594492,33.7674964,Piped into public tap / standpipe / basin,
17731,Mvula tap,-11.0160834,33.8639182,Piped into yard/plot,
17732,Jameni mnyenyembe community swallow well ,-11.7369995,33.7510662,Unprotected dug well,
17735,Chakanyuka Chavula tap,-11.0120871,33.9553958,Piped into yard/plot,
17736,Kalinyanye mpande community shallow well ,-11.7748712,33.7370118,Protected dug well,
17737,Mzambazi Community Hospital water system ,-11.4278078,33.4508595,Borehole or tubewell,
17738,Chenyentha,-10.8242435,34.0143368,Protected dug well,
17740,Emthuzi CDSS borehole ,-11.8448325,33.4477646,Borehole or tubewell,
17742,Luhomero primary school borehole ,-11.2685450,33.9461217,Borehole or tubewell,
17744,Daud Zyanyungu Shallow Well,-11.9735176,33.5127322,Protected dug well,
17745,Mayuwi  primary  school ,-11.7124385,33.6115607,Borehole or tubewell,
17746,Enukweni Seventh Day Adventist church water point,-11.1669544,33.8818906,Piped into yard/plot,
17749,Kachikonje Nyirenda Dug well ,-11.7993639,33.7626567,Protected dug well,
17751,Chinjoka tap 5,-10.7871951,34.1151639,Piped into public tap / standpipe / basin,
17755,Nyakasunga tap,-11.0087515,33.8542277,Piped into yard/plot,
17756,Bumba primary school water point 2,-11.0245993,33.8493372,Borehole or tubewell,
17757,Mpalamizi  school  water point ,-10.9341019,33.7731700,Piped into public tap / standpipe / basin,
17759,Royce chavula tap,-11.0074258,33.8546994,Piped into yard/plot,
17763,Thazima hospital tap,-10.8299055,33.5925422,Piped into public tap / standpipe / basin,
17765,Sam Nyirongo tap ,-10.8643689,33.9864401,Piped into yard/plot,
17769,Thandata WP,-10.9746330,33.6948515,Piped into yard/plot,
17773,Changafwa dug well,-10.7773733,34.1211257,Protected dug well,
17777,Changafwa tap 2,-10.7701816,34.1208347,Piped into public tap / standpipe / basin,
17781,Nyamunyirongo tap,-11.0191254,33.8411111,Piped into public tap / standpipe / basin,
17782,Kamilaza Primary School Borehole,-11.9528536,33.4954570,Borehole or tubewell,
17784,Tondozuma Mhone Well ,-11.4722719,33.7429038,Protected dug well,
17785,Kamilaza Primary School abandoned water point,-11.9533761,33.4928006,Borehole or tubewell,
17786,Majipalive Ntheta community shallow well ,-11.7589235,33.7487259,Protected dug well,
17788,Cryton Mwale Borehole,-11.9495465,33.5029675,Borehole or tubewell,
17789,Yesaya Shumba Borehole,-11.9477750,33.5130834,Borehole or tubewell,
17791,,-11.9629704,33.3188443,Borehole or tubewell,
17792,Kawaka protected dug well,-11.9283214,33.4188891,Protected dug well,
17797,Mzimbamubi  Borehole ,-11.8778737,33.6040157,Borehole or tubewell,
17799,Chiwelewele,-10.7323098,34.0400081,Piped into public tap / standpipe / basin,
17800,Jimajima tap 4,-10.9502131,33.7559041,Piped into yard/plot,
17803,Chimbirima WP,-10.9771236,33.6995942,Piped into public tap / standpipe / basin,
17804,Chimbirimax WP,-10.9774750,33.6984165,Piped into yard/plot,
17805,Simuwamba,-10.7619827,34.2069828,Piped into public tap / standpipe / basin,
17806,Victorx WP,-10.9764912,33.6981281,Piped into yard/plot,
17809,Watsonx WP,-10.9789455,33.7054304,Piped into yard/plot,
17810,Honkolo WP,-10.9757463,33.7010605,Piped into yard/plot,
17811,Chibwana WP,-10.9747658,33.7035521,Piped into public tap / standpipe / basin,
17812,Magawa tap 1,-11.0090239,33.8536979,Piped into yard/plot,
17813,Kamilaza school Tap 2,-11.9536770,33.4951967,Piped into public tap / standpipe / basin,
17814,Osogo WP,-10.9746404,33.7033922,Piped into yard/plot,
17815,Kishax WP,-10.9749541,33.7043142,Piped into yard/plot,
17817,Thomas Mkandawire village borehole 1,-11.1855582,33.5118377,Borehole or tubewell,
17818,Usambazgi tap,-11.0089101,33.8547293,Piped into yard/plot,
17819,Chibangalala primary school borehole ,-11.1996299,33.5111202,Borehole or tubewell,
17820,Jestina kamanga tap,-11.0138821,33.8521202,Piped into yard/plot,
17822,Hariet sibande tap,-11.0085733,33.8542028,Piped into yard/plot,
17823,Chimbowoyera borehole ,-11.4724924,33.7886677,Borehole or tubewell,
17824,Mghogho tap,-11.0136448,33.8527721,Piped into yard/plot,
17825,Christina luhanga tap,-11.0135393,33.8531896,Piped into yard/plot,
17826,Mkondambiri Mphasi Borehole 2,-11.5532166,33.6197650,Borehole or tubewell,
17827,Mulungu tap,-11.0112618,33.8526208,Piped into yard/plot,
17830,H Nyasulu tap,-11.0087261,33.8544420,Piped into yard/plot,
17831,Kanyunya tap,-11.0097797,33.8535111,Piped into yard/plot,
17832,Bandawe Mwase borehole ,-11.8460130,33.4446003,Borehole or tubewell,
17834,Huebert kasambala tap,-11.0107923,33.8524818,Piped into yard/plot,
17835,Chikanje tap,-11.0108131,33.8524098,Piped into yard/plot,
17837,Mhambosi borehore ,-11.2888137,33.6105117,Borehole or tubewell,
17838,Peter Makuni Gondwe tap,-11.0102814,33.8523705,Piped into yard/plot,
17839,Boyeke,-10.9684048,33.7176660,Piped into public tap / standpipe / basin,
17846,Nyaunthali tap,-11.0093426,33.8517413,Piped into yard/plot,
17847,Wapita Nyirenda village borehole ,-11.2083669,33.5155836,Borehole or tubewell,
17856,Mtalama,-10.8456447,33.9921217,Piped into public tap / standpipe / basin,
17857,Aron jere 2 water point ,-11.3111105,33.6028054,Borehole or tubewell,
17859,Mapesi,-10.9464221,33.7475807,Piped into public tap / standpipe / basin,
17860,Kaleso tap,-11.0082208,33.8553461,Piped into yard/plot,
17861,Mtalama,-10.8452587,33.9958921,Piped into public tap / standpipe / basin,
17864,Munthali tap,-11.0226354,33.8630310,Piped into yard/plot,
17865,VH Mwakalenga 2 waterpoint,-9.9152736,33.7785528,Borehole or tubewell,
17866,Mtalama,-10.8447017,33.9936515,Piped into public tap / standpipe / basin,
17867,Mtalama,-10.8457503,33.9955254,Piped into public tap / standpipe / basin,
17868,Katondo tap ,-10.8432045,33.9911767,Piped into public tap / standpipe / basin,
17870,Mtalama village tap,-10.8464032,33.9957531,Piped into public tap / standpipe / basin,
17872,Chiwapasi,-10.9829107,33.7474513,Piped into public tap / standpipe / basin,
17879,Chikoya vge tap,-10.8761402,33.9881729,Piped into public tap / standpipe / basin,
17881,Mweso tap,-11.0078122,33.8549414,Piped into yard/plot,
17883,Kaperemera Tap 3,-11.0237276,33.8321282,Piped into public tap / standpipe / basin,
17884,Baghaya Mhango tap ,-10.8550419,33.9770082,Piped into yard/plot,
17886,Mghandira tap,-11.0076589,33.8552726,Piped into yard/plot,
17889,Kagara,-10.8568802,33.9841333,Piped into public tap / standpipe / basin,
17890,Mpherembe cdss borehore ,-11.2853142,33.6145762,Borehole or tubewell,
17891,,-9.8749131,33.8498192,Borehole or tubewell,
17895,Mololo tap,-11.0094920,33.8535803,Piped into yard/plot,
17896,Kagara,-10.8568998,33.9847310,Piped into public tap / standpipe / basin,
17897,Love phiri tap,-11.0082714,33.8544106,Piped into yard/plot,
17898,Zikhole sakala protected dug well ,-11.9288324,33.4198591,Protected dug well,
17900,Kamilaza School Tap 4,-11.9516034,33.4953781,Piped into public tap / standpipe / basin,
17901,Kawiya water point,-10.8751559,33.9903472,Piped into public tap / standpipe / basin,
17903,Mkandawire tap,-11.0193750,33.8416108,Piped into public tap / standpipe / basin,
17905,Changuwa school borehole 1,-10.9699334,33.9810351,Borehole or tubewell,
17907,Ziwiri  water point ,-10.9292239,33.7724567,Piped into public tap / standpipe / basin,
17909,Kalabo tap,-11.0088993,33.8545915,Piped into yard/plot,
17916,Ganje village tap,-10.9103273,33.9828173,Piped into public tap / standpipe / basin,
17919,Mjumila tap,-10.9727393,33.6915225,Piped into yard/plot,
17920,Majigs primary school borehore ,-11.3072321,33.5704897,Borehole or tubewell,
17922,Mercy ngonya water point ,-11.0280031,33.8491422,Piped into public tap / standpipe / basin,
17923,Kasefuliya Mtambo Tap ,-11.0194594,33.8418619,Piped into public tap / standpipe / basin,
17926,Angella Kumwenda tap,-10.9728191,33.6922671,Piped into yard/plot,
17927,Lwanjazi School borehol 1,-11.7649098,33.4799151,Borehole or tubewell,
17928,Ethuleni primary school borehole,-11.4993144,33.3510141,Borehole or tubewell,
17929,Vyenye water point,-10.8851850,33.9771514,Piped into public tap / standpipe / basin,
17930,Chigowo  shallowwell ,-12.2557192,33.6739886,Protected dug well,
17931,Chigowo shallowwell ,-12.2557051,33.6740212,Protected dug well,
17933,Zuwayumo nzima borehole 1,-11.5062466,33.3633057,Borehole or tubewell,
17934,Kabala ngoma borehole,-11.4910676,33.3467676,Borehole or tubewell,
17937,Vilimo beza borehole ,-11.5043011,33.3642781,Borehole or tubewell,
17939,Zuwayumo nzima borehole,-11.5008226,33.3511563,Borehole or tubewell,
17943,Makhweza Phiri borehole ,-12.0781359,33.5638601,Borehole or tubewell,
17945,Baloni Chisi water point ,-12.0920803,33.5729727,Protected dug well,
17946,Yajama Shumba water point,-12.0773806,33.5750680,Protected dug well,
17947,Isaack Ngoyi borehole ,-12.0960911,33.5597428,Borehole or tubewell,
17957,Elifala nzima ,-11.4949923,33.3538015,Borehole or tubewell,
17958,Kamangadazi ng'andu shallow well,-11.4836729,33.3551155,Unprotected spring,
17965,Selewa,-10.7908079,34.2085043,Piped into public tap / standpipe / basin,
17971,Cheyama Communal WP,-10.9338844,33.7432747,Piped into public tap / standpipe / basin,
17985,Selewa,-10.7928125,34.2101476,Piped into public tap / standpipe / basin,
17988,,-11.2200500,33.8288603,Borehole or tubewell,
17991,Agriculture tap water ,-11.0614220,33.9247050,Piped into yard/plot,
17994,Chalankha Kalua Waterpoint,-10.9718308,33.6891155,Borehole or tubewell,
17995,Chitali water   point ,-10.9805623,33.7130330,Piped into public tap / standpipe / basin,
17997,Mwamlowe,-10.7685350,34.1990135,Piped into public tap / standpipe / basin,
17998,Benjamin Chavula Tap ,-11.0198774,33.8409660,Piped into public tap / standpipe / basin,
18001,Yesaya Shumba borehole 1,-11.9494408,33.5082718,Borehole or tubewell,
18009,Ziwiri tap 2,-10.9437641,33.7557821,Piped into yard/plot,
18011,Sanderson Chioni Tap ,-11.0200904,33.8410077,Piped into public tap / standpipe / basin,
18012,Mdumo Tembo water point,-12.1410139,33.4716758,Protected dug well,
18015,Mazinga,-10.8486461,34.2080344,Surface water,
18019,Mazinga,-10.8336938,34.2053119,Surface water,
18022,Jino tap 8,-10.9435393,33.7550007,Piped into yard/plot,
18024,W.W.Smart Nyirenda tap,-10.9754773,33.6898833,Piped into yard/plot,
18025,Kumwenda majoya tap,-11.0217989,33.8635353,Piped into yard/plot,
18027,Ben Gondwe tap ,-11.0206369,33.8409795,Piped into public tap / standpipe / basin,
18030,Vitumbiko Kumwenda Tap ,-11.0206595,33.8409326,Piped into public tap / standpipe / basin,
18031,Mbewe tap,-11.0208391,33.8411453,Piped into public tap / standpipe / basin,
18032,,-11.3448210,33.5569735,Borehole or tubewell,
18034,Mazinga,-10.8479447,34.2105720,Surface water,
18036,Kasinda,-10.8188303,34.2020038,Surface water,
18037,Chitukuko  Winga Borehole ,-10.0701198,33.9702920,Borehole or tubewell,
18039,Mzakwacha  tap 1,-10.9392914,33.7522412,Piped into public tap / standpipe / basin,
18040,Kasinda,-10.8191899,34.2018212,Protected dug well,
18043,Goodson Mhango tap ,-11.0200246,33.8406137,Piped into public tap / standpipe / basin,
18045,Hora,-10.8640835,34.2112441,Surface water,
18053,Mary Simfukwe Tap ,-11.0198960,33.8405754,Piped into public tap / standpipe / basin,
18061,John Mbale Tap ,-11.0196853,33.8407281,Piped into public tap / standpipe / basin,
18063,Chankhomi primary school tap,-10.9725283,33.6782050,Piped into public tap / standpipe / basin,
18064,Chiskemba primary school tap,-11.0216273,33.9141113,Piped into public tap / standpipe / basin,
18066,Mlongoti,-11.0271822,33.8539848,Piped into public tap / standpipe / basin,
18071,Mzakwacha tap 5,-10.9378195,33.7537143,Piped into yard/plot,
18075,Sophia mfune  Water point ,-10.9752632,33.7233628,Piped into yard/plot,
18077,Mwamasapa 1 waterpoint 2,-9.9509235,33.7989792,Borehole or tubewell,
18079,Mzakwacha tap 6,-10.9370046,33.7536712,Piped into yard/plot,
18080,Ziwande 2 borehole,-12.1310049,33.4473652,Protected dug well,
18081,Changafwa tap 3,-10.7682421,34.1228400,Piped into public tap / standpipe / basin,
18084,Lukontha,-10.8788291,33.9793127,Protected dug well,
18087,Mphande primary school tap,-10.9342488,33.7520834,Piped into public tap / standpipe / basin,
18090,Ri hard Chikoko tap,-10.9696840,33.6735049,Piped into yard/plot,
18094,Chibankhuni community tap,-11.0082630,33.8187490,Piped into public tap / standpipe / basin,
18096,Mzakwacha tap 8,-10.9308034,33.7500763,Piped into public tap / standpipe / basin,
18097,CHANDIWIRA VILLAGE TAP,-10.9429167,33.9410936,Piped into public tap / standpipe / basin,
18113,Kamangavisa shallowwell ,-12.2548003,33.7150425,Protected dug well,
18117,M Simwaka Tap ,-11.0243074,33.8473624,Piped into public tap / standpipe / basin,
18118,Stalin luhanga tap,-10.9677953,33.6738421,Piped into yard/plot,
18119,Monica Gondwe tap ,-11.0248059,33.8470901,Piped into public tap / standpipe / basin,
18125,Lubinga  water point ,-10.9851923,33.7581494,Piped into public tap / standpipe / basin,
18127,M'jutchwa dug well 5,-10.9142945,34.0995254,Protected dug well,
18130,Mwangomba Mwakafota Unprotected Swallow Well ,-9.9136617,33.9227914,Unprotected dug well,
18131,Ziwande  3 borehole,-12.1324759,33.4434652,Protected dug well,
18133,Lubinga  water point  2,-10.9848298,33.7588765,Piped into yard/plot,
18134,Jembe Nyamukonda Swallow Well ,-9.9157094,33.9226074,Protected dug well,
18135,Mwangomba Swallow Well ,-9.9089513,33.9198104,Protected dug well,
18138,Mabika Mwensumo Swallow Well ,-9.9135178,33.9213527,Protected dug well,
18143,Mwensumo Swallow Well ,-9.9136878,33.9228336,Protected dug well,
18146,Lilenga Mtika protected dug well ,-11.4483909,33.4974816,Protected dug well,
18147,Nyirenda Masango Unprotected Swallow Well ,-9.9087984,33.9167100,Unprotected dug well,
18154,Nkhunga shallow well ,-10.9083340,34.0986989,Protected dug well,
18161,Nyirongo tap,-11.0224746,33.8620231,Piped into yard/plot,
18163,Mudonixh WP,-10.9752122,33.7104845,Piped into public tap / standpipe / basin,
18174,Foster chitete borehole,-12.1372812,33.4601352,Borehole or tubewell,
18175,Zondwayo Nkosi 2  borehole  ,-11.7629478,33.5678905,Borehole or tubewell,
18183,Silweya wp,-10.9747383,33.7123461,Piped into yard/plot,
18184,Mkwapatira communal tap,-10.7627191,34.2046607,Piped into public tap / standpipe / basin,
18185,Mapesi,-10.9461513,33.7473186,Piped into public tap / standpipe / basin,
18187,Mlowe Market Communal tap,-10.7614974,34.2003528,Piped into public tap / standpipe / basin,
18189,Agrey nyambo nyasulu tap,-10.7825756,34.2062057,Piped into public tap / standpipe / basin,
18190,Baghaya shallow well,-10.7580391,34.2076054,Unprotected dug well,
18191,Thawi communal tap,-10.7760463,34.2038907,Piped into public tap / standpipe / basin,
18194,Kamwamphimbi Full Primary School Borehole ,-11.9808299,33.7333644,Borehole or tubewell,
18196,Chizimba school borehole ,-12.0280046,33.3863781,Borehole or tubewell,
18198,S. Mwafulirwa pvt tap,-10.7726566,34.2040091,Piped into public tap / standpipe / basin,
18199,Dambuza communal tap,-10.7616478,34.2097814,Piped into public tap / standpipe / basin,
18203,Chimjiko communal tap,-10.7621722,34.1989611,Piped into public tap / standpipe / basin,
18205,Emily Msowoya pvt tap,-10.7627318,34.2052193,Piped into public tap / standpipe / basin,
18209,Mlowe fp school tap,-10.7689689,34.2022741,Piped into public tap / standpipe / basin,
18211,Mphompha cdss water tap 2,-10.9976509,34.0765048,Piped into public tap / standpipe / basin,
18216,Clement Singini tap,-11.0252922,33.8473202,Piped into public tap / standpipe / basin,
18223,Martin kanyondo tap ,-10.9721821,33.7760975,Piped into yard/plot,
18226,Msukwas tap,-11.0149041,33.8653773,Piped into yard/plot,
18231,Sangazinje communal tap ,-10.8143482,34.2042175,Piped into public tap / standpipe / basin,
18233,Chinjanji communal tap,-10.8194494,34.2041357,Piped into public tap / standpipe / basin,
18234,Mdoyi communal tap,-10.7901181,34.2070661,Piped into public tap / standpipe / basin,
18238,Maclean Mnthali waterpoint,-11.2542397,33.7774433,Protected dug well,
