name,description,type,depth,vulnerability,fid,lat,lon
Zakeyo Ndobera,,Borehole or tubewell,0,no risk,933,-11.7637496,33.6105555
Matifeyo Mwanza,,Borehole or tubewell,0,no risk,934,-11.8563551,33.6166272
Zimema Nyirenda,,Borehole or tubewell,0,no risk,936,-11.7589829,33.7159858
Bolero CBCC  2 wp ,near cbcc house,Piped into yard/plot,0,no risk,937,-10.9733399,33.7399249
Josen Munthali,,Borehole or tubewell,0,no risk,938,-11.4964710,33.9144678
Halaundi Soko,,Borehole or tubewell,0,no risk,939,-11.4772373,33.8328665
Mtangatanga  forest,,Borehole or tubewell,0,no risk,940,-11.9193892,33.7422438
Bala Katazuka,,Borehole or tubewell,0,no risk,942,-11.5763128,33.7866876
Kawiya Kamaji,,Borehole or tubewell,0,no risk,943,-11.5309950,33.8735454
Vwalamanja,,Piped into public tap / standpipe / basin,0,no risk,944,-10.7687049,34.0576458
Mwakyero,Near Cassava farm ,Protected dug well,0,no risk,947,-9.9143195,33.8758224
Mwachanda,,Piped into public tap / standpipe / basin,0,no risk,949,-10.9879017,33.6757717
penjani Bongololo wp,Private Tap,Piped into yard/plot,0,no risk,957,-10.9718294,33.7399099
Mzambazi Community Day Secondary School borehole ,25 metres from Mzuzu road ,Borehole or tubewell,0,no risk,961,-11.4219749,33.4481194
Katulunga dung well 1,Along kamnyololo  stream ,Protected dug well,0,no risk,967,-11.8188355,33.7006403
Phwezi trading centre water tap ,Near Kajeghere area ,Piped into public tap / standpipe / basin,0,no risk,970,-10.8863695,34.0462937
Muwa,,Piped into public tap / standpipe / basin,0,no risk,971,-10.9557665,33.6826046
Msowoya wp,Private Tap,Piped into yard/plot,0,no risk,974,-10.9590669,33.6515055
Masoka Soko village borehole ,"Near Quabaniso Chibambo residence, along Ekwaiweni-Ekwendeni road ",Borehole or tubewell,0,no risk,975,-11.3975322,33.9004462
Chizotera dug well 1,Near champhyembanso river,Protected dug well,0,no risk,976,-10.9254422,34.0870276
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,984,-10.9767232,33.7080607
Gabriel nyirenda water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,987,-11.0281938,33.8482593
Mwayoba mwanganda waterpoint 1,Near chaminade forrest,Borehole or tubewell,0,no risk,995,-9.9527098,33.8822119
Mwafulirwa dug well,Near chiwembe rice scheme,Unprotected dug well,0,no risk,996,-9.9501366,33.9072220
Chimanga school borehole,Near the road to lura,Borehole or tubewell,0,no risk,999,-10.8050906,34.0211967
M'bekwa Shaba shallow well 1,Near kakoma fp school,Protected dug well,0,no risk,1000,-12.1640693,33.4894700
Gomeka tap 2,Near rumphi bridge ,Piped into yard/plot,0,no risk,1002,-11.0211821,33.8666154
Manyota Water Point,,Borehole or tubewell,0,no risk,1007,-11.8458980,33.4446228
Chimsebezo Dywel Tembo Water Point ,,Borehole or tubewell,0,no risk,1009,-12.1204030,33.3497160
Zakeyo Banda Water Point,,Borehole or tubewell,0,no risk,1010,-12.2465071,33.3442541
Jasi Banda Water Point,,Borehole or tubewell,0,no risk,1011,-12.2795739,33.4738808
Moses Chilenje Water Point,,Borehole or tubewell,0,no risk,1012,-12.0475805,33.3824856
Makazi School Water Point,,Borehole or tubewell,0,no risk,1013,-11.9455794,33.4039062
Zondo Water Point,,Borehole or tubewell,0,no risk,1014,-12.2830327,33.5018692
Kadzuwa Water Point,,Borehole or tubewell,0,no risk,1015,-11.8455638,33.5429749
Edakweni Zgatonga Water Point,,Borehole or tubewell,0,no risk,1018,-11.8872471,33.5457936
M'banga Nyirongo Water Point,,Borehole or tubewell,0,no risk,1019,-12.2272636,33.3537656
Chitemwano Nursery School Water Point,,Borehole or tubewell,0,no risk,1020,-11.8776495,33.5330578
Mathufeyo Ndlovu Water Point,,Borehole or tubewell,0,no risk,1021,-11.2804572,33.4516571
Fulani Lungu,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1022,-11.7577610,33.4454100
Mteuka Msimuko,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1023,-11.6285350,33.5089200
Paulosi Banda  ,TA Chindi Mzimba,Borehole or tubewell,0,no risk,1024,-11.6930510,33.5283150
Mgulika Tembo,"TA Chindi, Mzimba",Borehole or tubewell,0,no risk,1025,-11.6155540,33.5828220
Hora Ngulube,"TA Chindi, Mzimba",Borehole or tubewell,0,no risk,1026,-11.6273700,33.5794060
Kango,,Piped into public tap / standpipe / basin,0,no risk,1027,-10.8505154,33.9875862
Kacherera Soko,"T.A Chindi , Mzimba",Borehole or tubewell,0,no risk,1029,-11.6516410,33.6400880
Mabuko Hlongo,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1030,-11.5509550,33.5799920
Zombe Kasamballa,"T.A Chindi , Mzimba",Borehole or tubewell,0,no risk,1031,-11.6117390,33.5909410
Gobede Mtonga ,TA. Chindi Mzimba,Borehole or tubewell,0,no risk,1032,-11.4906310,33.4948430
Wahindi Ndlovu,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1033,-11.4848060,33.4948430
Wahindi Ndlovu,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1034,-11.4848060,33.4948430
Matola Honde,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1035,-11.5202260,33.4914850
Venge Nyirenda,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1036,-11.5969080,33.6252140
Lazaro Chuzu,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1037,-11.4341810,33.3275260
Mchikhula school,"T.A Chindi , Mzimba",Borehole or tubewell,0,no risk,1038,-11.5431810,33.3672510
Bongololo,,Piped into public tap / standpipe / basin,0,no risk,1039,-10.9772995,33.7395046
Chikalamba,,Piped into public tap / standpipe / basin,0,no risk,1041,-11.0257918,33.8535782
Jestina kumwenda  water point ,Near masuku tree ,Piped into public tap / standpipe / basin,0,no risk,1046,-11.0268763,33.8519133
Maria Mwandira tap,Near salawe hills,Piped into yard/plot,0,no risk,1047,-11.0084562,33.8544393
Chindchindi Dug well ,Near Katope tree ,Protected dug well,0,no risk,1048,-11.8518925,33.7848600
,,Borehole or tubewell,0,no risk,1049,-11.4221386,33.3244505
Elijah Kumwenda,"TA. Chindi,  Mzimba",Borehole or tubewell,0,no risk,1050,-11.7503400,33.3445610
Moses Maunda,T.A CHINDI MZIMBA ,Borehole or tubewell,0,no risk,1051,-11.7714980,33.3616500
Chkalamba Tap ,Near St Dennis School ,Piped into public tap / standpipe / basin,0,no risk,1057,-11.0139993,33.8532891
Aaron Banda water point ,Near muwale and muula trees,Borehole or tubewell,0,no risk,1060,-12.2023401,33.6495986
Ntchowo fp school borehole 2,Near playground,Borehole or tubewell,0,no risk,1061,-9.8524294,33.8868329
Phillip Gondwe tap ,Near Mango tree ,Piped into public tap / standpipe / basin,0,no risk,1062,-11.0192959,33.8439124
Chiwapasi  water point 2,Near  masuku tree ,Piped into public tap / standpipe / basin,0,no risk,1065,-10.9793993,33.7499864
Mahowe borehole,,Borehole or tubewell,0,no risk,1066,-11.0931226,33.7096898
Vulayata,,Piped into public tap / standpipe / basin,0,no risk,1069,-10.7871167,34.0270197
Chauluka tap,Near  rumphi river ,Piped into yard/plot,0,no risk,1070,-11.0227760,33.8629600
Mwandwanga BH,Near Fago Chanel ,Borehole or tubewell,0,no risk,1071,-9.9372060,33.9250163
Robert Tembo  water point,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1072,-11.4130340,33.4280590
Gowoka Mkandawire water point,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1073,-11.4357230,33.4097680
Mapeza borehole,Near the chief's compound,Borehole or tubewell,0,no risk,1074,-10.9060230,34.0282729
Binduwindu water point,"T.A Chindi , Mzimba",Borehole or tubewell,0,no risk,1075,-11.4707320,33.4022730
James Tupa ,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1076,-11.7497910,33.4529110
Elijah Kumwenda,"TA. Chindi,  Mzimba",Borehole or tubewell,0,no risk,1077,-11.7503400,33.3445610
Matomola Chadewa,T.A Chindi  Mzimba,Borehole or tubewell,0,no risk,1078,-11.5274350,33.4023530
Moses Maunda,T.A CHINDI MZIMBA ,Borehole or tubewell,0,no risk,1079,-11.7714980,33.3616500
Msinawan Mwale ,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1080,-11.7583980,33.4540260
Msikawanthu B.,"T.A Chindi, Mzimba",Borehole or tubewell,0,no risk,1081,-11.5148460,33.5839520
Boli shallow well,Near mteleka forest reserve,Protected dug well,0,no risk,1082,-10.9994971,34.1118630
Chikalamba,,Piped into public tap / standpipe / basin,0,no risk,1086,-11.0135577,33.8534363
Kachisinga Village Tap,Near Village Headman Kachisinga,Piped into public tap / standpipe / basin,0,no risk,1087,-10.9841006,33.9194966
Mjuma,,Piped into public tap / standpipe / basin,0,no risk,1093,-10.9474786,33.7653228
Kafoteka Mkandawire 1,St Francis secondary School ,Borehole or tubewell,0,no risk,1102,-11.9218741,33.5891427
Sabola mkandawire village borehore ,Close to zuwa river ,Borehole or tubewell,0,no risk,1103,-11.2296176,33.7111102
Mkhalira village tap,Near tembo grocery,Piped into public tap / standpipe / basin,0,no risk,1107,-10.8367838,34.0110527
Bongololo,,Piped into public tap / standpipe / basin,0,no risk,1109,-10.9743029,33.7380906
Everdemaya tap1,Near m24 road,Piped into public tap / standpipe / basin,0,no risk,1111,-10.9617346,33.6491341
Kanthukamo/Nkhunga Water Point,,Borehole or tubewell,0,no risk,1112,-11.1079762,33.8334685
Mwenempiki waterpoint,Along malimbalimba kasowa road,Protected dug well,0,no risk,1113,-9.9242792,33.8510498
Mtakwa,,Borehole or tubewell,0,no risk,1116,-11.0300433,33.5606890
Mathew  munthali  water ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,1117,-11.0246330,33.8435595
Mbocho Malindi Borehole 2,Near Mango Trees,Borehole or tubewell,0,no risk,1132,-11.9881434,33.5279549
Joseph Gondwe WP,Private,Piped into yard/plot,0,no risk,1133,-10.9465181,33.7482942
Malongo tap 3,Near rumphi river ,Piped into yard/plot,0,no risk,1135,-11.0242176,33.8663568
Mwangolela waterpoint,Near mango tree,Borehole or tubewell,0,no risk,1136,-9.9264488,33.7809309
Chilongozi,,Piped into public tap / standpipe / basin,0,no risk,1138,-10.9583126,33.7447247
Mr. Nyirongo,Ekaiweni,Borehole or tubewell,0,no risk,1139,-11.4019533,33.9332283
Joel Shaba borehole 1,Near palm tree,Borehole or tubewell,0,no risk,1143,-11.8732377,33.5520259
Chamala water point,"T.A Chisovya, Rumphi",Borehole or tubewell,0,no risk,1146,-10.7358400,34.1719700
Kavyeyo F.P. School,,Borehole or tubewell,0,no risk,1151,-12.1325322,33.4541174
Yonamo Moyo,,Borehole or tubewell,0,no risk,1153,-12.2009823,33.4464198
Kabinga Banda,,Borehole or tubewell,0,no risk,1155,-12.2212421,33.3694657
"Joka F.P, School",,Borehole or tubewell,0,no risk,1156,-12.2632053,33.4638199
Thaza Chirwa,,Borehole or tubewell,0,no risk,1157,-12.2590496,33.4720419
Rabani Chirwa,,Borehole or tubewell,0,no risk,1158,-12.1372583,33.3780820
Phillimon Ngulube,,Borehole or tubewell,0,no risk,1159,-12.1898557,33.4487268
Chibwana Moyo,,Borehole or tubewell,0,no risk,1160,-12.1849055,33.4340385
Nkhunga shallow well 2,Near Nkhonjera trading centre ,Protected dug well,0,no risk,1163,-10.9096789,34.1011169
Kanyunya,,Piped into public tap / standpipe / basin,0,no risk,1165,-10.9980846,33.7680367
Boston Mkanda tap,Near st dennis to chikhuni road,Piped into yard/plot,0,no risk,1166,-11.0137703,33.8535273
Ngwenyama ngwira waterpoint2,Near bluegum trees,Piped into yard/plot,0,no risk,1167,-10.9744693,33.7453560
Sikwese tap2,Near our future road ,Piped into yard/plot,0,no risk,1168,-11.0116625,33.8579178
Chilumbwa luanga borehole,,Borehole or tubewell,0,no risk,1172,-11.0977783,33.6900798
Mpowola Banda  Borehole ,East of kandaka cbcc 20m near mtuzuzu Primary school blocks. ,Borehole or tubewell,0,no risk,1174,-12.2348708,33.3600001
BAGHAYA VILLAGE TAP 3,Near Nsangu Trees ,Piped into public tap / standpipe / basin,0,no risk,1176,-11.0063677,33.9210526
Mphompha cdss water tap 3,Neear mphompha cdss blocks ,Piped into public tap / standpipe / basin,0,no risk,1178,-10.9973174,34.0757022
Mseteka shallowell,Along rukulu river,Protected dug well,0,no risk,1179,-12.0884096,33.3878539
Chikwawa primary school water point,At chikwawa primary school,Borehole or tubewell,0,no risk,1180,-11.0070244,33.7727922
Mukwezgalamba wp,Private Tap,Piped into yard/plot,0,no risk,1182,-10.9752016,33.7495492
Ndhlovi  wp,Private tap,Piped into yard/plot,0,no risk,1185,-10.9818437,33.7417906
Levi Borehole ,Near Mkhaya tree ,Borehole or tubewell,0,no risk,1186,-11.9774694,33.7270590
Nthonyi villageborehole,Near mere trees ,Borehole or tubewell,0,no risk,1189,-11.0279845,33.8069541
Kandapatali Gondwe tap ,Near Mango tree ,Piped into public tap / standpipe / basin,0,no risk,1199,-10.9719227,33.7456265
Simbeye Tap ,Near Orange tree ,Piped into public tap / standpipe / basin,0,no risk,1200,-11.0195172,33.8410002
Menard Nungu well,Near Malivenje village cemetery ,Protected dug well,0,no risk,1202,-11.4509473,33.9380213
Chikangawa Maternity Unit  communal tap water ,Near Chiwale tree ,Piped into yard/plot,0,no risk,1205,-11.8505605,33.7997455
Perekamoyo Banda water Point,,Borehole or tubewell,0,no risk,1206,-12.2861787,33.4392615
Chakanda village tap,Near mdimwa school,Piped into public tap / standpipe / basin,0,no risk,1208,-10.7946537,34.0521971
Chikwa Theu 1 Dug well ,Near Quava tree ,Protected dug well,0,no risk,1210,-12.0202451,33.7114791
Baula,,Piped into public tap / standpipe / basin,0,no risk,1212,-11.0235567,33.8516648
Ndomomo primary school borehole,Near ndomomo primary school,Borehole or tubewell,0,no risk,1215,-10.0716924,33.9683792
Ngozi,,Borehole or tubewell,0,no risk,1218,-10.8253567,34.0160029
Victor munthali tap,Near m24 road,Piped into yard/plot,0,no risk,1220,-10.9578142,33.6511513
Zatuba Zimba Village water point,100metres to the south of zatuba Zimba Village ,Borehole or tubewell,0,no risk,1222,-12.2493765,33.4776257
Chipeta tap 3,Near mwanja maize mill ,Piped into yard/plot,0,no risk,1227,-11.0134730,33.8682159
Shadreck Makwakwa village borehole ,Near mango tree ,Borehole or tubewell,0,no risk,1228,-11.2606272,33.6648558
Mapande Nkhwazi,,Piped into public tap / standpipe / basin,0,no risk,1229,-10.7616320,34.2034017
Dannil ngwira  water point ,Near sigaton  tree ,Piped into public tap / standpipe / basin,0,no risk,1232,-11.0258260,33.8534966
Police wp,Private tap,Piped into yard/plot,0,no risk,1234,-10.9836471,33.7391969
Steven  gondwe  water point ,Near electric  pole ,Piped into public tap / standpipe / basin,0,no risk,1235,-11.0252256,33.8452576
Vwezemu borehole ,,Borehole or tubewell,0,no risk,1238,-10.9076924,33.6530937
Bwati,,Piped into public tap / standpipe / basin,0,no risk,1239,-10.9715056,33.7648361
Bakewell Chiona borehole ,Opposite thorn tree and Masoko CBC,Borehole or tubewell,0,no risk,1241,-9.9147334,33.8979921
ZinyathI soko borehole,Near the grave yard,Borehole or tubewell,0,no risk,1247,-11.4949251,33.4771306
Chasisi JP School Borehole,At Chasisi JP School Borehole,Borehole or tubewell,0,no risk,1248,-11.7341133,33.4882610
Kaulanda borehole ,Near chitewe hill ,Borehole or tubewell,0,no risk,1253,-11.4585339,33.7947196
Mwankenja 1,,Unprotected spring,0,no risk,1254,-9.9458675,33.7763228
Mwankenja 2,,Unprotected spring,1.4022216796875,high risk,1255,-9.9467548,33.7759235
M. Gondwe tap,Near mangoe tree,Piped into yard/plot,0,no risk,1256,-11.0148537,33.8498411
Vungu,,Unprotected spring,0,no risk,1258,-9.9533947,33.7751455
George Jere borehole ,Near katula hills ,Borehole or tubewell,0,no risk,1259,-11.2255917,33.8767283
Mihla Nkosi Borehole ,Near Majiga -Elangeni Trading Centre Road ,Borehole or tubewell,0,no risk,1260,-11.4330431,33.7431913
Manyamula health center water point ,T.A Mbelwa Mzimba,Borehole or tubewell,0,no risk,1264,-11.9596191,33.4573768
Kwenerera,Kachasu,Borehole or tubewell,0,no risk,1267,-11.3753288,33.9177492
,,Borehole or tubewell,0,no risk,1270,-11.3453646,33.4197383
,,Borehole or tubewell,0,no risk,1273,-12.1382321,33.5610685
Mr mkandawire  water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,1274,-11.0128893,33.8462183
Lozwati pvt Secondary school water point,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1277,-11.5437810,33.6371560
Chidiuka Thomasi Timeyo water point,"T,A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1280,-11.4432150,33.6232520
Edgar Nyirenda protected dug well ,Near cendrea tree ,Protected dug well,0,no risk,1282,-11.9436712,33.4678965
FayI Chiumia Tap ,Near Bluegum Trees,Piped into public tap / standpipe / basin,0,no risk,1283,-11.0210152,33.8402044
Mkandawire waterpoint,Near mango trees,Protected dug well,0,no risk,1284,-12.1999386,33.3585545
Nyayambingi Temple communial tap Water ,Neat M1 road ,Piped into public tap / standpipe / basin,0,no risk,1285,-12.0106863,33.6574685
Sahani Zgambo water point,"T.A Mtwalo , Mzimba",Borehole or tubewell,0,no risk,1286,-11.3977390,33.6750680
Mtwalo 2 water point,"T.A Mwalo, Mzimba",Borehole or tubewell,0,no risk,1288,-11.3880840,33.7267200
Safari Masango water point,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1289,-11.3420130,33.7069370
Zebediya Kaunda water point,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1290,-11.5185580,33.6739420
,,Borehole or tubewell,0,no risk,1291,-9.8914492,33.8623658
Mathyaka Zgambo,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1292,-11.3974560,33.6643520
Kajani Mumba water point,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1293,-11.3830810,33.8647870
Doroba School,T.A Mtwalo Mzimba,Borehole or tubewell,0,no risk,1296,-11.3603870,33.9847130
Chimaliro Julius Kapangamawe water point,"T.A Mtwalo, Mzimba",Borehole or tubewell,0,no risk,1297,-11.3293320,33.9802540
Loveness Gondwe water point,T.A Mtwalo Mzimba,Borehole or tubewell,0,no risk,1298,-11.5143400,33.6908960
Ndamila Chione water point,"T.A Mtwalo , Mtwalo",Borehole or tubewell,0,no risk,1299,-11.2623770,33.9305030
Mpenu  clinic water point ,"T.A Mtwalo , Mzimba",Borehole or tubewell,0,no risk,1301,-11.4523000,33.7227030
Muyanga Soko water point,"T.A Mtwalo, Mzimba ",Borehole or tubewell,0,no risk,1303,-11.2699640,33.7264490
Timeyo Mkandawire Borehole ,Near Kanyawayi -Emoneni Road ,Borehole or tubewell,0,no risk,1308,-11.6096482,33.6600709
Chimgonda Phiri Dug well ,Near Mlewezi tree ,Protected dug well,0,no risk,1309,-12.0311296,33.7266449
Bongololo water point  1,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,1310,-10.9733647,33.7399213
Kayamba tap,Near mhuju cdss,Piped into public tap / standpipe / basin,0,no risk,1311,-10.8757081,33.9919246
