adm3_name;Date;Score;Data_source;comment ;disaster_type;country;adm1_name;adm2_name;adm3_pcode;directely affected;Indirectly Affected;Affected;people_dead;people_Injured;Crop Damages;Lost Cattle;people_displaced;house_destroyed;livestock_lost;lost_crops_ha;Region;Zone;Wereda;pcode;adm1_pcode;adm2_pcode
Kelafo;24/04/2018;6;https://reliefweb.int/sites/reliefweb.int/files/resources/ethiopia_floods_-_flash_update_3_-_22_may_2018.pdf;SAGAR tropical cyclone;flood;ethiopia;Somali;Shebelle;50605;;;;;;;;;;;;;;;;;
Kelafo;01/09/2019;6;NDRMC(EW);Overflow of Shebele river;flood;ethiopia;Somali;Shebelle;50605;320;;;;;785;;;;1478;;;;;;;
Kelafo;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Somali;Shebelle;50605;;;;;;;;;;;;;;;;;
Kelafo;23/04/2005;6;IFRC(Appeal);heavey RF and over flow of Shebele river;flood;ethiopia;Somali;Shebelle;50605;235418(regional total);;;40(zonal);;;;;;;;;;;;;
Kemba;03/12/2003;;;;flood;ethiopia;SNNPR;Gamugofa;71012;NA;NA;NA;1;NA;50;0;20;3;0;50;SNNPR;Gamugofa;Kemba;71012;;
Kemba;07/09/2005;;;;flood;ethiopia;SNNPR;Gamugofa;71012;NA;4;4;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Gamugofa;Kemba;71012;;
Kemisie Town;22/08/2010;5;https://www.thenewhumanitarian.org/news/2010/08/25;;flood;ethiopia;Amhara;Oromia;31006;NA;1139;1139;NA;NA;NA;0;NA;NA;0;NA;Amhara;Oromia;Kemisie Town;31006;;
Kersa;07/09/2002;;;;flood;ethiopia;OROMIA;Jima;41008;NA;NA;NA;NA;NA;494;0;NA;NA;0;494;OROMIA;Jima;Kersa;41008;;
Kersa;07/09/2007;;;;flood;ethiopia;OROMIA;East Shewa;41008;NA;NA;NA;NA;NA;854;0;NA;NA;0;854;OROMIA;East Shewa;Kersa;41008;;
Kewet;01/08/2010;;;;flood;ethiopia;Amhara;North Shewa;30512;NA;1495;1495;NA;NA;110;3;NA;NA;3;110;Amhara;North Shewa;Kewet;30512;;
Kindo Koyisha;07/09/2006;;;;flood;ethiopia;SNNPR;Wolayita;70606;NA;4035;4035;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Wolayita;Kindo Koyisha;70606;;
Kindo Koyisha;01/05/2016;6;http://floodlist.com/africa/ethiopia-families-displaced-belg-rain-floods-may-2016;;flood;ethiopia;SNNPR;Wolayita;70606;;;;;;;;;;;;;;;;;
Kiremu;31/08/2019;6;NDRMC(EW);Heavey rain ;flood;ethiopia;OROMIA;Eastern wolega;40217;510;;;;;79;;;;;;;;;;;
Kola Temben;01/06/2010;0;;No record found;flood;ethiopia;Tigray;Central Tigray;10208;NA;4450;4450;NA;NA;573;96;NA;NA;96;573;Tigray;Central Tigray;Kola Temben;10208;;
Kombolcha;25/08/2006;;;;flood;ethiopia;OROMIA;East Shewa;41001;NA;NA;NA;NA;NA;NA;0;100;394;0;NA;OROMIA;East Shewa;Kombolcha;41001;;
Kombolcha;07/09/2007;;;;flood;ethiopia;OROMIA;East Shewa;41001;NA;NA;NA;NA;NA;504;0;NA;NA;0;504;OROMIA;East Shewa;Kombolcha;41001;;
Kombolcha;01/04/2010;;;;flood;ethiopia;OROMIA;East Shewa;41001;NA;NA;NA;NA;NA;63;0;NA;NA;0;63;OROMIA;East Shewa;Kombolcha;41001;;
Konta;15/04/2019;6;NDRMC(EW);Heavey rain ;flood;ethiopia;SNNPR;konta;41001;;273;;;;289;;;;;;;;;;;
Kucha;07/09/2002;;;;flood;ethiopia;SNNPR;Gamugofa;71003;NA;400;400;5;NA;NA;201;NA;NA;201;NA;SNNPR;Gamugofa;Kucha;71003;;
Kucha;03/12/2003;;;;flood;ethiopia;SNNPR;Gamugofa;71003;NA;NA;NA;5;1;NA;0;400;15;0;NA;SNNPR;Gamugofa;Kucha;71003;;
Kucha;07/09/2005;;;;flood;ethiopia;SNNPR;Gamugofa;71003;NA;7720;7720;2;NA;NA;1525;NA;NA;1525;NA;SNNPR;Gamugofa;Kucha;71003;;
Kuraz (Dasenech);07/09/2001;3;;Duplicate event date; one of the two to be deleted;flood;ethiopia;SNNPR;South Omo;70706;NA;NA;NA;6;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);07/09/2001;3;;Duplicate event date; one of the two to be deleted;flood;ethiopia;SNNPR;South Omo;70706;NA;NA;NA;12;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);11/12/2001;0;;glofas station doesn't peak, no rainfall peak either;flood;ethiopia;SNNPR;South Omo;70706;NA;NA;NA;NA;NA;NA;53;NA;NA;53;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);07/09/2005;0;reliefweb;Doesn't match a peak in glofas (zoom in) nor rainfall peak. No reference to flood in Ethiopa around the date;flood;ethiopia;SNNPR;South Omo;70706;NA;5000;5000;NA;NA;NA;96;NA;NA;96;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);17/05/2006;6;https://reliefweb.int/report/ethiopia/ethiopia-floods-emergency-appeal-no-mdret003-final-report;Peak glofas dated in May, coinciding with rainfall, and flood report on reliefweb;flood;ethiopia;SNNPR;South Omo;70706;;;;;;;;;;;;;;;;;
Kuraz (Dasenech);18/08/2006;6;https://glidenumber.net/glide/public/search/details.jsp?glide=17419&record=12&last=21;Heavy rain, flash flood;flood;ethiopia;SNNAP;South Omo;70706;;;;354;;;;5000;;;;;;;;;
Kuraz (Dasenech);07/09/2006;0;https://reliefweb.int/report/ethiopia/ethiopia-floods-emergency-appeal-no-mdret003-final-report;Duplicate event date; both to be deleted;flood;ethiopia;SNNPR;South Omo;70706;NA;10000;10000;125;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);07/09/2006;0;https://reliefweb.int/report/ethiopia/ethiopia-floods-emergency-appeal-no-mdret003-final-report;Peak glofas dated in May, coinciding with rainfall, and flood report on reliefweb;flood;ethiopia;SNNPR;South Omo;70706;NA;15748;15748;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);06/12/2006;0;https://reliefweb.int/report/ethiopia/ethiopia-floods-emergency-appeal-no-mdret003-final-report;Peak glofas dated in May, coinciding with rainfall, and flood report on reliefweb;flood;ethiopia;SNNPR;South Omo;70706;NA;5000;5000;NA;NA;NA;96;NA;NA;96;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);07/09/2007;1;https://reliefweb.int/disaster/fl-2007-000161-uga;Floods reported around that region from June onwards, but no obvious peak glofas/rainfall;flood;ethiopia;SNNPR;South Omo;70706;NA;28000;28000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kuraz (Dasenech);08/05/2010;6;https://reliefweb.int/disaster/fl-2010-000179-eth;Peak glofas dated in May, coinciding with rainfall, and flood report on reliefweb;flood;ethiopia;SNNPR;South Omo;70706;;;;;;;;;;;;;;;;;
Kuraz (Dasenech);01/08/2010;0;https://reliefweb.int/disaster/fl-2010-000179-eth;date seems misplaced, change event date to 8-5-2010;flood;ethiopia;SNNPR;South Omo;70706;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Kuraz (Dasenech);70706;;
Kurfa Chele;07/09/2007;;;;flood;ethiopia;OROMIA;East Shewa;41007;NA;NA;NA;NA;NA;208;0;NA;NA;0;208;OROMIA;East Shewa;Kurfa Chele;41007;;
Kutaber;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30403;NA;7891;7891;NA;NA;382;1;NA;NA;1;382;Amhara;South Wello;Kutaber;30403;;
Laelay Maychew;01/08/2004;;;;flood;ethiopia;Tigray;Central Tigray;10205;NA;NA;NA;1;NA;85;0;NA;28;0;85;Tigray;Central Tigray;Laelay Maychew;10205;;
Lalokile;03/09/2019;6;NDRMC(EW);Heavey rain ;flood;ethiopia;OROMIA;kelem wolega;41811;465;;;;;45;;;;;;;;;;;
Lanfuro;01/05/2003;;;;flood;ethiopia;SNNPR;Silte;72003;NA;NA;NA;NA;NA;128;333;NA;NA;333;128;SNNPR;Silte;Lanfuro;72003;;
Lanfuro;07/09/2006;;;;flood;ethiopia;SNNPR;Silte;72003;NA;300;300;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Silte;Lanfuro;72003;;
Lanfuro;06/12/2006;;;;flood;ethiopia;SNNPR;Silte;72003;NA;NA;NA;NA;NA;18.4;49;300;60;49;18.4;SNNPR;Silte;Lanfuro;72003;;
Lare;22/11/2007;;;;flood;ethiopia;Gambella;Nuwer;120102;NA;132;132;NA;NA;NA;0;14346;NA;0;NA;Gambella;Nuwer;Lare;120102;;
Lare;21/08/2008;6;https://reliefweb.int/report/ethiopia/act-alert-ethiopia-no-342008-flooding-gambella-regional-state;Flash flood;flood;ethiopia;Anuak;Gambela;120102;;;;;;;;;;;;;;;;;
Lare;07/09/2008;;;;flood;ethiopia;Gambella;Nuwer;120102;NA;NA;NA;NA;NA;1923.86;341;13004;NA;341;1923.86;Gambella;Nuwer;Lare;120102;;
Lare;04/07/2010;6;https://reliefweb.int/report/ethiopia/weekly-humanitarian-highlights-ethiopia-12-july-2010;Heavy rain;flood;ethiopia;Gambella;Nuer;120102;;;;;;;;;;;;;;;;;
Lare;01/08/2010;;;;flood;ethiopia;Gambella;Nuwer;120102;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA;Gambella;Nuwer;Lare;120102;;
Lare;01/08/2019;6;NDRMC(EW);over flow of river;flood;ethiopia;Gambela;Nuer;120102;;;;;;;;;;;;;;;;;
Lasdhankayre;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Somali;korah;50596;;;;;;;;;;;;;;;;;
Lay Armacho;01/08/2004;;;;flood;ethiopia;Amhara;Central Gondar;30108;NA;NA;NA;NA;NA;268;48;NA;NA;48;268;Amhara;Central Gondar;Lay Armacho;30108;;
Lege Hida;07/09/2008;;;;flood;ethiopia;OROMIA;Bale;30420;NA;1530;1530;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Bale;Lege Hida;30420;;
Lege Hida;01/07/2010;0;;No record found;flood;ethiopia;OROMIA;Bale;41107;NA;4500;4500;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Bale;Lege Hida;41107;;
Legehida;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30420;NA;366;366;NA;NA;713;0;NA;NA;0;713;Amhara;South Wello;Legehida;30420;;
Legehida;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30420;NA;381;381;NA;NA;51;0;NA;NA;0;51;Amhara;South Wello;Legehida;30420;;
Liben Chukala;15/08/2019;6;NDRMC(EW);Over flow of Awash river;flood;ethiopia;OROMIA;East shoa;40711;1356;;;;;4 kebele farm land;;;;;;;;;;;
Libokemekem;07/09/2000;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;10234;10234;NA;NA;NA;0;NA;NA;0;NA;Amhara;South Gonder;Libokemekem;30202;;
Libokemekem;07/09/2006;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;NA;NA;2;NA;NA;600;NA;NA;600;NA;Amhara;South Gonder;Libokemekem;30202;;
Libokemekem;07/09/2006;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;10000;10000;NA;NA;NA;0;NA;NA;0;NA;Amhara;South Gonder;Libokemekem;30202;;
Libokemekem;07/09/2006;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;20821;20821;1;NA;2441;2790;3134;NA;2790;2441;Amhara;South Gonder;Libokemekem;30202;;
Libokemekem;07/09/2007;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;1127;1127;NA;NA;NA;0;1127;NA;0;NA;Amhara;South Gonder;Libokemekem;30202;;
Libokemekem;01/08/2010;;;;flood;ethiopia;Amhara;South Gonder;30202;NA;NA;NA;NA;NA;387;62;NA;NA;62;387;Amhara;South Gonder;Libokemekem;30202;;
Limu bilbilo;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;OROMIA;Arsi;40818;765;;;;;129;;;;;;;;;;;
Limu Kosa;01/07/2010;0;;No record found;flood;ethiopia;OROMIA;Jima;40402;NA;NA;NA;NA;NA;119;0;NA;NA;0;119;OROMIA;Jima;Limu Kosa;40402;;
loka abaya;01/05/2013;5;https://www.humanitarianresponse.info/ru/disaster/fl-2013-000050-eth;No precise date, but high chance it happened;flood;ethiopia;SNNPR;sidama;70414;650;NA;650;NA;NA;NA;NA;NA;NA;NA;NA;SNNPR;sidama;loka abaya;70414;;
Male;07/09/2007;;;;flood;ethiopia;SNNPR;South Omo;70707;NA;30000;30000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Male;70707;;
Mareka;01/05/2004;;;;flood;ethiopia;SNNPR;Dawuro;71702;NA;NA;NA;NA;NA;220;0;NA;NA;0;220;SNNPR;Dawuro;Mareka;71702;;
Mareko;07/12/2007;;;;flood;ethiopia;SNNPR;Gurage;70107;NA;5560;5560;NA;NA;NA;1710;1255;2;1710;NA;SNNPR;Gurage;Mareko;70107;;
Mecha;07/09/2006;;;;flood;ethiopia;Amhara;West Gojam;30704;NA;351;351;1;NA;NA;0;53;NA;0;NA;Amhara;West Gojam;Mecha;30704;;
Medebay Zana;01/08/2004;;;;flood;ethiopia;Tigray;Western Tigray;10103;NA;NA;NA;NA;NA;176;0;NA;NA;0;176;Tigray;Western Tigray;Medebay Zana;10103;;
Medebay Zana;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Western Tigray;10103;NA;2145;2145;NA;NA;225;0;NA;NA;0;225;Tigray;Western Tigray;Medebay Zana;10103;;
Medebay Zana;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Western Tigray;10103;NA;3020;3020;NA;NA;202;0;NA;NA;0;202;Tigray;Western Tigray;Medebay Zana;10103;;
Mekdela;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30401;NA;726;726;NA;NA;60;0;NA;NA;0;60;Amhara;South Wello;Mekdela;30401;;
Mekoy;01/08/2019;6;NDRMC(EW);over flow of river;flood;ethiopia;Gambela;Nuer;120105;;;;;;;;;;;;;;;;;
Melokoza;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Gofa;71501;1330;;;1;;204;;;217;;;;;;;;
mencho;07/09/2019;6;NDRMC(EW);over flow of river;flood;ethiopia;OROMIA;Jima;40490;;;;;;35;2;;;;;;;;;;
Menge;19/09/2000;;;;flood;ethiopia;Benishangul Gumz;Asosa;60301;NA;NA;NA;NA;NA;NA;500;NA;200;500;NA;Benishangul Gumz;Asosa;Menge;60301;;
Menze Mama Midir;01/08/2010;;;;flood;ethiopia;Amhara;North Shewa;30509;NA;8;8;NA;NA;NA;0;8;NA;0;NA;Amhara;North Shewa;Menze Mama Midir;30509;;
Mereb Lehe;01/08/2010;;;;flood;ethiopia;Tigray;Central Tigray;10201;NA;5772;5772;NA;NA;NA;0;NA;NA;0;NA;Tigray;Central Tigray;Mereb Lehe;10201;;
Mereb Lehe;01/08/2010;;;;flood;ethiopia;Tigray;Central Tigray;10201;NA;15810;15810;NA;NA;1054;72;NA;NA;72;1054;Tigray;Central Tigray;Mereb Lehe;10201;;
Merhabete;01/08/2010;;;;flood;ethiopia;Amhara;North Shewa;30502;NA;1697;1697;NA;NA;50;0;NA;NA;0;50;Amhara;North Shewa;Merhabete;30502;;
Mersa Town;22/08/2010;0;;Duplicated;flood;ethiopia;Amhara;North Wello;30397;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Amhara;North Wello;Mersa Town;30397;;
Mersa Town;22/08/2010;5;https://www.ifrc.org/docs/appeals/10/MDRET009.pdf;;flood;ethiopia;Amhara;North Wello;30397;NA;NA;0;5;19;3745;NA;NA;NA;NA;3745;Amhara;North Wello;Mersa Town;30397;;
Meskan;07/09/2005;;;;flood;ethiopia;SNNPR;Gurage;70106;NA;NA;NA;NA;NA;NA;0;NA;50;0;NA;SNNPR;Gurage;Meskan;70106;;
Meta;01/04/2002;;;;flood;ethiopia;OROMIA;East Shewa;41009;NA;NA;NA;3;NA;NA;26;NA;12;26;NA;OROMIA;East Shewa;Meta;41009;;
Meta;01/08/2007;;;;flood;ethiopia;OROMIA;East Shewa;41009;NA;27500;27500;NA;NA;1000;0;NA;NA;0;1000;OROMIA;East Shewa;Meta;41009;;
Meta;07/09/2007;;;;flood;ethiopia;OROMIA;East Shewa;41009;NA;NA;NA;3;NA;2915;0;NA;NA;0;2915;OROMIA;East Shewa;Meta;41009;;
Metarobi;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;OROMIA;west shoa;40514;579;;;;;135.5;;;;;;;;;;;
Metema;01/10/2001;;;;flood;ethiopia;Amhara;West Gondar;30113;NA;NA;NA;NA;NA;570;0;NA;NA;0;570;Amhara;West Gondar;Metema;30113;;
Metema;07/09/2006;;;;flood;ethiopia;Amhara;West Gondar;30113;NA;966;966;1;NA;398;17;NA;NA;17;398;Amhara;West Gondar;Metema;30113;;
Metta;01/04/2010;;;;flood;ethiopia;OROMIA;East Shewa;41009;NA;1800;1800;NA;NA;3467;0;630;NA;0;3467;OROMIA;East Shewa;Metta;41009;;
Michakel;01/08/2005;;;;flood;ethiopia;Amhara;East Gojam;30609;NA;NA;NA;NA;NA;239;0;NA;NA;0;239;Amhara;East Gojam;Michakel;30609;;
Michakel;01/08/2005;;;;flood;ethiopia;Amhara;East Gojam;30609;NA;NA;NA;NA;NA;NA;0;NA;34;0;NA;Amhara;East Gojam;Michakel;30609;;
Michakel;01/08/2005;;;;flood;ethiopia;Amhara;East Gojam;30609;NA;2315;2315;NA;NA;775;0;NA;27;0;775;Amhara;East Gojam;Michakel;30609;;
Mierab Abaya;03/12/2003;;;;flood;ethiopia;SNNPR;Gamugofa;71005;NA;NA;NA;NA;NA;120;0;300;NA;0;120;SNNPR;Gamugofa;Mierab Abaya;71005;;
Mierab Abaya;07/09/2006;;;;flood;ethiopia;SNNPR;Gamugofa;71005;NA;300;300;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Gamugofa;Mierab Abaya;71005;;
Mierab Abaya;22/06/2007;;;;flood;ethiopia;SNNPR;Gamugofa;71005;NA;NA;NA;NA;NA;179;45;500;NA;45;179;SNNPR;Gamugofa;Mierab Abaya;71005;;
Mierab Abaya;07/09/2007;;;;flood;ethiopia;SNNPR;Gamugofa;71005;NA;470;470;NA;NA;400;108;470;NA;108;400;SNNPR;Gamugofa;Mierab Abaya;71005;;
Mile;01/04/2004;;;;flood;ethiopia;Afar;Afar Zone 1;20105;NA;NA;NA;4;NA;NA;3170;NA;NA;3170;NA;Afar;Afar Zone 1;Mile;20105;;
Mile;13/07/2006;;;;flood;ethiopia;Afar;Afar Zone 1;20105;NA;6375;6375;NA;NA;NA;5524;NA;NA;5524;NA;Afar;Afar Zone 1;Mile;20105;;
Mile;07/09/2007;;;;flood;ethiopia;Afar;Afar Zone 1;20105;NA;1275;1275;NA;NA;NA;0;1275;NA;0;NA;Afar;Afar Zone 1;Mile;20105;;
Mile;07/09/2008;;;;flood;ethiopia;Afar;Afar Zone 1;20105;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA;Afar;Afar Zone 1;Mile;20105;;
Miyo;01/04/2010;;;;flood;ethiopia;OROMIA;Borena;41216;NA;350;350;NA;NA;101;0;NA;NA;0;101;OROMIA;Borena;Miyo;41216;;
Miyo;01/04/2010;;;;flood;ethiopia;OROMIA;Borena;41216;NA;1200;1200;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Borena;Miyo;41216;;
Moret and Juru;01/10/2019;6;NDRMC(EW);Overflow of Jema river ;flood;ethiopia;Amhara;North Shewa;30504;;188;;;;5675;;;;;;;;;;;
Moyale (Oromia);07/09/2006;;;;flood;ethiopia;OROMIA;Borena;41210;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Borena;Moyale (Oromia);41210;;
Moyale (Oromia);14/04/2010;5;https://reliefweb.int/report/ethiopia/weekly-humanitarian-highlights-ethiopia-26-april-2010;Heavy rain;flood;ethiopia;OROMIA;Borena;41210;NA;9700;9700;NA;NA;324;0;1937;NA;0;324;OROMIA;Borena;Moyale (Oromia);41210;;
Muhur Na Aklil;06/12/2006;;;;flood;ethiopia;SNNPR;Gurage;70112;NA;NA;NA;NA;NA;NA;0;143;NA;0;NA;SNNPR;Gurage;Muhur Na Aklil;70112;;
Mustahil;07/09/2003;;;;flood;ethiopia;Somali;Shebelle;50606;NA;91050;91050;64;NA;NA;5900;6350;880;5900;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;07/09/2003;;;;flood;ethiopia;Somali;Shebelle;50606;NA;1.00E+05;1.00E+05;64;NA;NA;0;NA;NA;0;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;07/09/2005;;;;flood;ethiopia;Somali;Shebelle;50606;NA;NA;NA;4;NA;NA;0;NA;300;0;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;07/09/2005;;;;flood;ethiopia;Somali;Shebelle;50606;NA;16449;16449;14;NA;5400;4534;NA;NA;4534;5400;Somali;Shebelle;Mustahil;50606;;
Mustahil;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50606;NA;NA;NA;NA;NA;NA;0;NA;300;0;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50606;NA;74000;74000;4;8;NA;0;NA;NA;0;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;06/12/2006;;;;flood;ethiopia;Somali;Shebelle;50606;NA;361600;361600;80;NA;NA;0;NA;NA;0;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;08/08/2007;;;;flood;ethiopia;Somali;Shebelle;50606;NA;32000;32000;2;4;4770;361;32000;NA;361;4770;Somali;Shebelle;Mustahil;50606;;
Mustahil;12/08/2011;6;https://reliefweb.int/report/ethiopia/early-warning-bulletin-covers-period-16-31-august-2011;;flood;ethiopia;;Somali;50606;Shebelle;;50606;;;;;;;;;;;;;;
Mustahil;21/08/2011;1;https://reliefweb.int/report/ethiopia/early-warning-bulletin-covers-period-16-31-august-2011;EW: floods occurs about the end of July;flood;ethiopia;Somali;Shebelle;50606;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;03/05/2012;5;https://reliefweb.int/disaster/ff-2012-000081-eth;;flood;ethiopia;Somali;Shebelle;50606;30;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;50606;Shebelle;;50606;;;;;;;;;;;;;;
Mustahil;31/10/2015;5;https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flood_snapshot_november_2015_-_january_2016.pdf;River banks broken on 22 October 2015;flood;ethiopia;Somali;Shebelle;50606;102000;NA;102000;5;NA;NA;10000;NA;NA;10000;NA;Somali;Shebelle;Mustahil;50606;;
Mustahil;24/04/2018;6;https://reliefweb.int/sites/reliefweb.int/files/resources/ethiopia_floods_-_flash_update_3_-_22_may_2018.pdf;SAGAR tropical cyclone;flood;ethiopia;Somali;Shebelle;50606;;;;;;;;;;;;;;;;;
Mustahil;01/09/2019;6;NDRMC(EW);Overflow of Shebele river;flood;ethiopia;Somali;Shabelle;50606;2035;;;;;1833;;;;3448;;;;;;;
Mustahil;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Somali;Shebelle;50606;;;;;;;;;;;;;;;;;
Mustahil;23/04/2005;6;IFRC(Appeal);heavey RF and over flow of Shebele river;flood;ethiopia;Somali;Shebelle;50606;235418(regional total);;;40(zonal);;;;;;;;;;;;;
Mychew /Town/;01/08/2010;;;;flood;ethiopia;Tigray;Southern Tigray;10206;NA;853;853;NA;NA;NA;0;NA;NA;0;NA;Tigray;Southern Tigray;Mychew /Town/;10206;;
Mychew /Town/;01/08/2010;;;;flood;ethiopia;Tigray;Southern Tigray;10206;NA;1264;1264;NA;NA;NA;0;NA;NA;0;NA;Tigray;Southern Tigray;Mychew /Town/;10206;;
Nader Adet;01/08/2010;;;;flood;ethiopia;Tigray;Central Tigray;10207;NA;9120;9120;NA;NA;727;0;NA;NA;0;727;Tigray;Central Tigray;Nader Adet;10207;;
Odabildig;01/10/2019;6;NDRMC(EW);Heavey rain ;flood;ethiopia;Benshangul;Asosa;60306;;;;;;2144.7;;;;;;;;;;;
Ofa;02/12/2002;;;;flood;ethiopia;SNNPR;Wolayita;70607;NA;NA;NA;NA;NA;402;0;NA;NA;0;402;SNNPR;Wolayita;Ofa;70607;;
Ofa;01/04/2004;;;;flood;ethiopia;SNNPR;Wolayita;70607;NA;NA;NA;NA;NA;284;0;NA;109;0;284;SNNPR;Wolayita;Ofa;70607;;
Ofa;01/08/2004;;;;flood;ethiopia;SNNPR;Wolayita;70607;NA;NA;NA;NA;NA;160;0;NA;NA;0;160;SNNPR;Wolayita;Ofa;70607;;
Ofa;01/08/2005;;;;flood;ethiopia;SNNPR;Wolayita;70607;NA;70;70;1;NA;20;0;NA;NA;0;20;SNNPR;Wolayita;Ofa;70607;;
Ofa;07/09/2006;;;;flood;ethiopia;SNNPR;Wolayita;70607;NA;6240;6240;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Wolayita;Ofa;70607;;
Ofla;01/08/2004;;;;flood;ethiopia;Tigray;Southern Tigray;10408;NA;NA;NA;NA;NA;176;0;NA;NA;0;176;Tigray;Southern Tigray;Ofla;10408;;
Ofla;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Southern Tigray;10408;NA;39705;39705;7;NA;2583;45;85;NA;45;2583;Tigray;Southern Tigray;Ofla;10408;;
Raya Azebo;07/09/2001;;;;flood;ethiopia;Tigray;Southern Tigray;10406;NA;NA;NA;NA;NA;200;0;NA;NA;0;200;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Azebo;01/09/2004;;;;flood;ethiopia;Tigray;Southern Tigray;10406;NA;50;50;NA;NA;NA;0;NA;NA;0;NA;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Azebo;01/09/2004;;;;flood;ethiopia;Tigray;Southern Tigray;10406;NA;1875;1875;NA;NA;1087;0;NA;NA;0;1087;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Azebo;01/08/2006;;;;flood;ethiopia;Tigray;Southern Tigray;10406;NA;NA;NA;NA;NA;NA;0;NA;24;0;NA;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Azebo;07/09/2007;;;;flood;ethiopia;Tigray;Southern Tigray;10406;NA;87;87;NA;NA;NA;0;NA;NA;0;NA;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Azebo;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Southern Tigray;10406;NA;10255;10255;NA;NA;250;303;1362;NA;303;250;Tigray;Southern Tigray;Raya Azebo;10406;;
Raya Kobo;01/08/2006;;;;flood;ethiopia;Amhara;North Wello;30302;NA;NA;NA;NA;NA;NA;100;60;12;100;NA;Amhara;North Wello;Raya Kobo;30302;;
Raya Kobo;23/08/2006;;;;flood;ethiopia;Amhara;North Wello;30302;NA;87;87;NA;NA;NA;0;87;NA;0;NA;Amhara;North Wello;Raya Kobo;30302;;
