disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,comment,data_quality_score,date_event,old_date_event,start_date_event,end_date_event,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_recorded,data_source,data_source_other,data_source_url
flood,uganda,uga_impact_data.894,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, reference source unvailable",2,22-7-2002,22-7-2002,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/366622-government-disowns-kazibwe-sh100m-deal.html,http://www.newvision.co.ug/news/366622-government-disowns-kazibwe-sh100m-deal.html
flood,uganda,uga_impact_data.895,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, only source is DesInventar and refers to someone drowning during a swim",1,5-6-2004,5-6-2004,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.896,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, only source is DesInventar ",2,13-10-2004,13-10-2004,,,NA,,,40,10,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.897,North Buganda,21UGA011,Mukono,21UGA011010,,,,new event,6,25-12-2006,,,,NA,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1173249/mukono-spend-sh300m-roads - https://www.newvision.co.ug/news/1170646/flood-victims-food-aid
flood,uganda,uga_impact_data.897,North Buganda,21UGA011,Mukono,21UGA011010,,,,new event,6,18-9-2007,,,okt-07,NA,,,,60,,,,,,,TRUE,,,,,,,,,,,,,,news,ReliefWeb,https://reliefweb.int/report/uganda/uganda-floods-get-worse - https://reliefweb.int/report/uganda/severe-floods-kill-five-displace-over-120000-people-central-uganda
flood,uganda,uga_impact_data.897,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, reference source unvailable",3,6-1-2009,6-1-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/543283-dp-man-sworn-in-as-gomba-chief.html,http://www.newvision.co.ug/news/543283-dp-man-sworn-in-as-gomba-chief.html
flood,uganda,uga_impact_data.898,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, only source is DesInventar ",3,23-6-2009,23-6-2009,,,NA,,,83,,,,,,,,,,,,,,,,,,,,,,,URCS-Mukono branch,
flood,uganda,uga_impact_data.899,North Buganda,21UGA011,Mukono,21UGA011010,,,,keep as is,6,6-1-2010,6-1-2010,,,1,,,,,,,,,,,,,TRUE,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1298291/lugazi-girl-drowns-flood-waters
flood,uganda,uga_impact_data.900,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,8-1-2010,8-1-2010,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.897,North Buganda,21UGA011,Mukono,21UGA011010,,,,new event,6,25-5-2010,,,,NA,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,news,Daily Monitor,https://www.monitor.co.ug/News/National/688334-924844-brr55cz/index.html
flood,uganda,uga_impact_data.901,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,3-6-2010,3-6-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/873748/-/wj64nv/-/index.html,http://www.monitor.co.ug/News/National/-/688334/873748/-/wj64nv/-/index.html
flood,uganda,uga_impact_data.902,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, reference source unvailable",2,31-8-2010,31-8-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/612136-bravo-govt-on-bududa-victims-resettlement.html,http://www.newvision.co.ug/news/612136-bravo-govt-on-bududa-victims-resettlement.html
flood,uganda,uga_impact_data.903,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,3-11-2010,3-11-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/877088/-/wj8qjw/-/index.html,http://www.monitor.co.ug/News/National/-/688334/877088/-/wj8qjw/-/index.html
flood,uganda,uga_impact_data.904,North Buganda,21UGA011,Mukono,21UGA011010,,,,"unclear, only source is DesInventar",0,30-3-2011,30-3-2011,,,NA,,,20,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.905,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,10-6-2011,10-6-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1248750/-/bikkucz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1248750/-/bikkucz/-/index.html
flood,uganda,uga_impact_data.906,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,18-4-2012,18-4-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Farming/-/689860/1388760/-/xsxjxz/-/index.html,http://www.monitor.co.ug/Magazines/Farming/-/689860/1388760/-/xsxjxz/-/index.html
flood,uganda,uga_impact_data.907,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,15-6-2012,15-6-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Rains-to--extend-in-most-districts-/-/688334/1427882/-/3pkn0kz/-/index.html,http://www.monitor.co.ug/News/National/Rains-to--extend-in-most-districts-/-/688334/1427882/-/3pkn0kz/-/index.html
flood,uganda,uga_impact_data.908,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,5-10-2012,5-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Collapse-of-rural-economies-has-long-term-implications/-/878682/1402740/-/45d8w3z/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Collapse-of-rural-economies-has-long-term-implications/-/878682/1402740/-/45d8w3z/-/index.html
flood,uganda,uga_impact_data.909,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,20-2-2013,20-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Businesswoman-battles-insurance--courier-firms-over-compensation/-/688322/1698954/-/9j7jwsz/-/index.html,http://www.monitor.co.ug/Business/Businesswoman-battles-insurance--courier-firms-over-compensation/-/688322/1698954/-/9j7jwsz/-/index.html
flood,uganda,uga_impact_data.910,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,10-9-2013,10-9-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/Uganda-s-geothermal-energy-requires-investment-boost/-/689364/2024126/-/10qcaic/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/Uganda-s-geothermal-energy-requires-investment-boost/-/689364/2024126/-/10qcaic/-/index.html
flood,uganda,uga_impact_data.911,North Buganda,21UGA011,Mukono,21UGA011010,,,,to delete,0,21-4-2015,21-4-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/paying-high-price-water-waste-treatment/-/806314/2691686/-/xh1p9dz/-/index.html,http://www.monitor.co.ug/OpEd/Letters/paying-high-price-water-waste-treatment/-/806314/2691686/-/xh1p9dz/-/index.html
flood,uganda,uga_impact_data.911,North Buganda,21UGA011,Mukono,21UGA011010,,,,new event,6,15-10-2019,,15-10-2019,6-11-2019,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Emdat database,
flood,uganda,uga_impact_data.953,North Buganda,21UGA011,Nakaseke,21UGA011011,,,,keep,6,10-11-2012,1-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,https://allafrica.com/stories/201211140537.html,https://allafrica.com/stories/201211140537.html
flood,uganda,uga_impact_data.954,North Buganda,21UGA011,Nakaseke,21UGA011011,,,,keep,6,7-4-2013,7-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/news/1316866/floods-cut-nakaseke,
flood,uganda,uga_impact_data.955,Toro,21UGA014,Ntoroko,21UGA014008,,,,keep,2,2-9-2011,6-9-2001,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.monitor.co.ug/News/National/688334-1231060-view-asAMP-6qab7w/index.html,
flood,uganda,uga_impact_data.956,Toro,21UGA014,Ntoroko,21UGA014008,,,,keep,5,7-3-2010,7-3-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Letter from CAO dated 23/9/2010,
flood,uganda,uga_impact_data.957,Toro,21UGA014,Ntoroko,21UGA014008,,,,keep,5,26-9-2011,26-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Letter from CAO dated 23/9/2010,
flood,uganda,uga_impact_data.958,Toro,21UGA014,Ntoroko,21UGA014008,,,,"delete, very unclear source",0,,1-5-2012,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,district,
flood,uganda,uga_impact_data.959,Toro,21UGA014,Ntoroko,21UGA014008,,,,"delete, very unclear source",0,,7-5-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NTOROKO DISTRICT WOMAN MP.,
flood,uganda,uga_impact_data.960,Toro,21UGA014,Ntoroko,21UGA014008,,,,"delete, very unclear source",0,,10-6-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,OPM,
flood,uganda,uga_impact_data.961,Toro,21UGA014,Ntoroko,21UGA014008,,,,keep,6,10-10-2012,10-10-2012,,,NA,,,3000,,,,,,,,,,,,,,,,,,,,,,,https://reliefweb.int/report/uganda/ntoroko-flood-victims-call-more-relief,https://reliefweb.int/report/uganda/ntoroko-flood-victims-call-more-relief
flood,uganda,uga_impact_data.962,Toro,21UGA014,Ntoroko,21UGA014008,,,,"delete, double event",0,,18-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,new vision,
flood,uganda,uga_impact_data.963,Toro,21UGA014,Ntoroko,21UGA014008,,,,keep,8,1-11-2014,1-11-2014,1-11-2014,,NA,,,8000,,,,,,,,,,,,,,,,,,,,,,news,http://floodlist.com/africa/16000-displaced-uganda-river-semliki-overflows,https://www.monitor.co.ug/News/National/Floods-displace-500-in-Ntoroko-/688334-2507416-view-printVersion-yv76sb/index.html
flood,uganda,uga_impact_data.964,Toro,21UGA014,Ntoroko,21UGA014008,,,,"delete, unclear and probably double",0,,30-11-2014,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.268,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,1-9-2008,9-1-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html
flood,uganda,uga_impact_data.269,Bukedi,21UGA003,Pallisa,21UGA003006,,,,keep,6,12-9-2008,12-9-2008,,,NA,,,700,,,,,,,,,,,,,,,,,,,,,,,https://reliefweb.int/disaster/fl-2008-000175-uga,https://reliefweb.int/disaster/fl-2008-000175-uga
flood,uganda,uga_impact_data.270,Bukedi,21UGA003,Pallisa,21UGA003006,,,,unclear,5,21-7-2009,21-7-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Ref-OPM/DM/92,
flood,uganda,uga_impact_data.271,Bukedi,21UGA003,Pallisa,21UGA003006,,,,keep,5,3-3-2010,3-2-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/871634/-/wj4p83/-/index.html,http://www.monitor.co.ug/News/National/-/688334/871634/-/wj4p83/-/index.html
flood,uganda,uga_impact_data.272,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, flood not in pallisa",0,,7-4-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/615830-floods-retarding-border-demarcation.html,http://www.newvision.co.ug/news/615830-floods-retarding-border-demarcation.html
flood,uganda,uga_impact_data.273,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,,29-12-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1080060/-/gowkot/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1080060/-/gowkot/-/index.html
flood,uganda,uga_impact_data.274,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about flood",0,,9-6-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1231066/-/bjc5g0z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1231066/-/bjc5g0z/-/index.html
flood,uganda,uga_impact_data.275,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood in pallisa",0,,7-2-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/632534-cholera-cripples-bududa-one-week-after-landslide.html,http://www.newvision.co.ug/news/632534-cholera-cripples-bududa-one-week-after-landslide.html
flood,uganda,uga_impact_data.276,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,,18-3-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Religion/-/689744/1368094/-/h36oru/-/index.html,http://www.monitor.co.ug/artsculture/Religion/-/689744/1368094/-/h36oru/-/index.html
flood,uganda,uga_impact_data.277,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,,4-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/641320-bugisu-sub-region.html,http://www.newvision.co.ug/news/641320-bugisu-sub-region.html
flood,uganda,uga_impact_data.278,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,,24-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Pupils--teachers-flee-as-school-is-closed/-/688334/1756478/-/pmvk40/-/index.html,http://www.monitor.co.ug/News/National/Pupils--teachers-flee-as-school-is-closed/-/688334/1756478/-/pmvk40/-/index.html
flood,uganda,uga_impact_data.279,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a flood",0,,26-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Reviews/When-political-Seats-become-a-family-affair/-/691232/1758068/-/13o0vjdz/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/When-political-Seats-become-a-family-affair/-/691232/1758068/-/13o0vjdz/-/index.html
flood,uganda,uga_impact_data.280,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about flood",0,,6-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html
flood,uganda,uga_impact_data.281,Bukedi,21UGA003,Pallisa,21UGA003006,,,,keep,6,13-5-2013,13-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/news/1319428/flood-devastation-pictures,http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html
flood,uganda,uga_impact_data.282,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about a specific flood",0,,11-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Farming/Pallisa-farmers-petition-government-over-low-agriculture-cash/-/689860/2061454/-/gaxd8w/-/index.html,http://www.monitor.co.ug/Magazines/Farming/Pallisa-farmers-petition-government-over-low-agriculture-cash/-/689860/2061454/-/gaxd8w/-/index.html
flood,uganda,uga_impact_data.283,Bukedi,21UGA003,Pallisa,21UGA003006,,,,"delete, article not about pallisa",0,9-5-2013,5-9-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/642509-floods-paralyze-business-in-kibuku.html,http://www.newvision.co.ug/news/642509-floods-paralyze-business-in-kibuku.html
flood,uganda,uga_impact_data.283,Bukedi,21UGA003,Pallisa,21UGA003006,,,,new,6,11-5-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/news/1325794/pallisa-broken-bridges-affect-commodity-prices,
flood,uganda,uga_impact_data.109,Kigezi,21UGA009,Rubanda,21UGA009004,,,,keep,9,26-9-2017,26-9-2017,,,15,,,,,,,,,,,,,,,,,,,,,,,,,news,https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims,https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims
flood,uganda,uga_impact_data.1,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, we can only use events after 2000",0,,6-3-1994,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.2,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, event is double",0,,6-5-2002,,,2,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.3,Bukedi,21UGA003,Tororo,21UGA003007,,,,keep,8,6-5-2002,7-5-2002,,,2,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/new_vision/news/1057373/tororo-floods-kill,https://www.newvision.co.ug/new_vision/news/1057373/tororo-floods-kill
flood,uganda,uga_impact_data.4,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article not about an actual flood",0,,12-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/454333-jinja-bugiri-highway-a-dusty-road-to-the-future.html,http://www.newvision.co.ug/news/454333-jinja-bugiri-highway-a-dusty-road-to-the-future.html
flood,uganda,uga_impact_data.5,Bukedi,21UGA003,Tororo,21UGA003007,,,,unclear,6,28-11-2006,28-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda Red Cross Society-Mbale Branch,
flood,uganda,uga_impact_data.6,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article not about a specific flood",0,,1-12-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Technology/-/688612/725362/-/tcorju/-/index.html,http://www.monitor.co.ug/Business/Technology/-/688612/725362/-/tcorju/-/index.html
flood,uganda,uga_impact_data.7,Bukedi,21UGA003,Tororo,21UGA003007,,,,"keep, date changed",4,30-4-2009,5-4-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/570113-floods-destroy-tororo-mbale-bridge.html,http://www.newvision.co.ug/news/570113-floods-destroy-tororo-mbale-bridge.html
flood,uganda,uga_impact_data.8,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, double event",0,,1-5-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,new vision,
flood,uganda,uga_impact_data.9,Bukedi,21UGA003,Tororo,21UGA003007,,,,keep,5,4-3-2010,4-3-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid assessment report from OPM dated 20/05/2010,
flood,uganda,uga_impact_data.10,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, flood not in tororo",0,,29-3-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/622325-tororo-archdiocese-prays-for-bududa-residents.html,http://www.newvision.co.ug/news/622325-tororo-archdiocese-prays-for-bududa-residents.html
flood,uganda,uga_impact_data.11,Bukedi,21UGA003,Tororo,21UGA003007,,,,unclear,8,25-5-2010,25-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,URCS - Floods and landslides in Uganda,
flood,uganda,uga_impact_data.12,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, not in tororo",0,8-3-2010,3-8-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/875014/-/wj7cq9/-/index.html,http://www.monitor.co.ug/News/National/-/688334/875014/-/wj7cq9/-/index.html
flood,uganda,uga_impact_data.13,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, unclear source",0,,4-8-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/621646-news-in-brief.html,http://www.newvision.co.ug/news/621646-news-in-brief.html
flood,uganda,uga_impact_data.14,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article not about an actual flood",0,,8-8-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/613626-blocked-septic-tank-floods-tororo-market.html,http://www.newvision.co.ug/news/613626-blocked-septic-tank-floods-tororo-market.html
flood,uganda,uga_impact_data.15,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article talking about multiple events without dates",0,,21-9-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/610610-heavy-rains-destroy-15-tororo-bridges.html,http://www.newvision.co.ug/news/610610-heavy-rains-destroy-15-tororo-bridges.html
flood,uganda,uga_impact_data.16,Bukedi,21UGA003,Tororo,21UGA003007,,,,"keep, date changed",5,7-5-2010,5-11-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/news/1290528/tororo-floods-displace-700,http://www.newvision.co.ug/news/619470-tororo-floods-displace-over-700.html
flood,uganda,uga_impact_data.17,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, double event and wrong date",0,12-3-2010,3-12-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/877760/-/wj8w04/-/index.html,http://www.monitor.co.ug/News/National/-/688334/877760/-/wj8w04/-/index.html
flood,uganda,uga_impact_data.18,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article not about flood",0,,10-2-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html
flood,uganda,uga_impact_data.19,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article about other district and different year",0,,1-6-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html
flood,uganda,uga_impact_data.20,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article not about an actual flood",0,,31-8-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html
flood,uganda,uga_impact_data.21,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, double record",0,,1-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision dated 7/09/11,
flood,uganda,uga_impact_data.22,Bukedi,21UGA003,Tororo,21UGA003007,,,,keep,2,7-9-2011,7-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision Article posted online on 7/09/11,https://www.newvision.co.ug/news/1001985/rains-damage-roads-eastern-uganda
flood,uganda,uga_impact_data.23,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, double event",0,,29-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Letter from CAO Ref: CR:/103/16,
flood,uganda,uga_impact_data.24,Bukedi,21UGA003,Tororo,21UGA003007,,,,"keep, date changed",5,16-5-2012,17-5-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html,http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html
flood,uganda,uga_impact_data.25,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, not about a flood",0,,29-5-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html,http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html
flood,uganda,uga_impact_data.26,Bukedi,21UGA003,Tororo,21UGA003007,,,,"delete, article about previously recorded floods",0,,25-9-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html,http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html
