wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.8701913 9.6247875, 41.8702094 9.6247889, 41.8702483 9.6247869, 41.8703093 9.6247737, 41.8703583 9.6247637, 41.8704602 9.6247452, 41.8705608 9.6247386, 41.8706748 9.6247294, 41.8709323 9.6247664, 41.871053 9.6247704, 41.8712126 9.6247717, 41.8714109 9.6247658, 41.8719019 9.6247307, 41.8721446 9.6247188, 41.872213 9.6247122, 41.8724211 9.6246859))",,residential,,0,no risk,2505
"MULTILINESTRING ((41.8739357 9.6242302, 41.8738237 9.6244279, 41.8737298 9.6245628, 41.8736467 9.6246447, 41.8735354 9.6247042, 41.8731424 9.6248709, 41.8728447 9.6250018))",,service,,0,no risk,2506
"MULTILINESTRING ((41.8696254 9.6161417, 41.8696351 9.616146, 41.8697591 9.6162631, 41.8699063 9.6163437, 41.870125 9.6164581, 41.8703541 9.6165869, 41.8704314 9.616605, 41.8705284 9.616598, 41.8705959 9.6166327, 41.870676 9.6167602, 41.8707351 9.6168156, 41.8712551 9.6171247, 41.8713032 9.617137, 41.8713447 9.6171287, 41.8715567 9.6168373))",,residential,,0,no risk,2507
"MULTILINESTRING ((41.8651924 9.6177466, 41.8658763 9.6179978, 41.8664543 9.6181552, 41.8666193 9.6182306, 41.8667856 9.6183607, 41.8668057 9.6184196))",,residential,,0,no risk,2508
"MULTILINESTRING ((41.8736763 9.6082793, 41.8737734 9.6084405, 41.8738519 9.6085899, 41.8739069 9.6086904, 41.8739323 9.6087915, 41.873937 9.608894, 41.8739196 9.6089363, 41.8738827 9.6089905, 41.8737466 9.6090831, 41.8735233 9.6091664, 41.8734133 9.6092153, 41.8733624 9.6092775, 41.8733412 9.6093689, 41.873361 9.6094652, 41.8734173 9.6096437, 41.8734106 9.6097142, 41.8733999 9.6097449, 41.8733101 9.6098619, 41.8731822 9.6100059, 41.8731525 9.6101158, 41.8731371 9.6101727, 41.8731252 9.6102316, 41.8731223 9.6102811, 41.873122 9.6103102, 41.8731397 9.6103485, 41.8731961 9.6104218, 41.8732614 9.6105586, 41.8732698 9.6106275, 41.8732444 9.6107009, 41.8732208 9.6107656))",,residential,,0,no risk,2509
"MULTILINESTRING ((41.8738069 9.6106676, 41.874024 9.6105111, 41.8741235 9.6104538, 41.8742271 9.610422, 41.8742868 9.6104172, 41.8743572 9.6104063, 41.8743771 9.6104009, 41.8744298 9.6103864, 41.8745065 9.6103414, 41.8745657 9.6102976, 41.8746962 9.6102132, 41.8748899 9.6100913, 41.8750779 9.6099809))",,residential,,0,no risk,2510
"MULTILINESTRING ((41.8719782 9.6147214, 41.8717356 9.6143749, 41.8714902 9.6140575))",,residential,,0,no risk,2511
"MULTILINESTRING ((41.8716652 9.6179319, 41.871514 9.6178832, 41.8708582 9.6176679))",,service,,0,no risk,2512
"MULTILINESTRING ((41.8225694 9.6176726, 41.8222274 9.6168515, 41.822222 9.6168177, 41.8222214 9.6168058))",,service,,0,no risk,2513
"MULTILINESTRING ((41.8360997 9.5970491, 41.8362717 9.5964569))",,residential,,0,no risk,2514
"MULTILINESTRING ((41.8203016 9.6058011, 41.8202935 9.6058527, 41.8202868 9.6060564, 41.8203203 9.6062547, 41.8203565 9.6064412, 41.8204062 9.6066778, 41.8204337 9.6067975, 41.8204518 9.6068947, 41.8204732 9.6070038, 41.8204919 9.6071367))",,residential,,0,no risk,2515
"MULTILINESTRING ((41.8408423 9.6177117, 41.8409787 9.6174663))",,service,,0,no risk,2516
"MULTILINESTRING ((41.8394285 9.622003, 41.8394597 9.6210026, 41.8394781 9.6203802, 41.8394584 9.6196618))",,service,,0,no risk,2517
"MULTILINESTRING ((41.8468314 9.6182579, 41.8470673 9.6177359))",,unclassified,,0,no risk,2518
"MULTILINESTRING ((41.8533061 9.6155556, 41.8535355 9.615475, 41.8537299 9.6154551, 41.8538399 9.6154842, 41.8540049 9.6156072, 41.8542704 9.6158346, 41.8544394 9.6161626, 41.8545661 9.6164495, 41.8545835 9.6164944, 41.8545923 9.6165506, 41.8545963 9.6166154, 41.8545936 9.6166875))",,service,,0,no risk,2519
"MULTILINESTRING ((41.8224872 9.6179208, 41.8225318 9.6178547, 41.8225677 9.6178002, 41.8225831 9.617777, 41.8225976 9.6177539))",,service,,0,no risk,2520
"MULTILINESTRING ((41.8428795 9.6143061, 41.8438421 9.61421, 41.8440176 9.6141919, 41.8440743 9.614186))",,residential,,0,no risk,2521
"MULTILINESTRING ((41.8478093 9.6180328, 41.8478028 9.618089, 41.8477953 9.6181215, 41.8477784 9.6181549, 41.8477486 9.6181711, 41.8476073 9.6182448))",,residential,,0,no risk,2522
"MULTILINESTRING ((41.8184466 9.6101711, 41.8184433 9.610101, 41.8183167 9.6090924, 41.8186983 9.6090831, 41.8188927 9.6090838, 41.8189589 9.6090793, 41.8191978 9.6090633, 41.819519 9.6090342, 41.8198127 9.6089852, 41.8199864 9.6089403, 41.8200883 9.6089099, 41.8206248 9.6087472, 41.8207616 9.6087062, 41.8208058 9.6086983, 41.8208742 9.6087049, 41.8209144 9.6087181))",,residential,,0,no risk,2523
"MULTILINESTRING ((41.8197899 9.6059896, 41.8197993 9.6059988, 41.8198704 9.6062759, 41.8199033 9.6064484, 41.8199133 9.6065489, 41.819911 9.6066689, 41.819916 9.6066815, 41.8199334 9.6066888, 41.8199609 9.6066967, 41.8200675 9.6067092))",,residential,,0,no risk,2524
"MULTILINESTRING ((41.824288 9.6036305, 41.8244311 9.6040404))",,residential,,0,no risk,2525
"MULTILINESTRING ((41.83694 9.6015718, 41.8370084 9.6015248, 41.8370432 9.6015056, 41.837115 9.6014739, 41.8373571 9.6013855))",,residential,,0,no risk,2526
"MULTILINESTRING ((41.8409488 9.6009338, 41.8405415 9.6010739, 41.8403457 9.6011532, 41.8398871 9.6013252, 41.8396065 9.6014213, 41.839437 9.6014734, 41.8392997 9.6015144))",,residential,,0,no risk,2527
"MULTILINESTRING ((41.8434269 9.6013417, 41.8434561 9.6014206))",,primary_link,,0,no risk,2528
"MULTILINESTRING ((41.8400171 9.6006726, 41.8400071 9.6006693, 41.8399964 9.6006527, 41.8399642 9.6005536, 41.8399561 9.6005291))",,residential,,0,no risk,2529
"MULTILINESTRING ((41.8460588 9.5965119, 41.8463082 9.5968468, 41.8466509 9.5973172))",,residential,,0,no risk,2530
"MULTILINESTRING ((41.8464088 9.5962686, 41.8466469 9.5965945, 41.8468474 9.5968689, 41.8470083 9.5971294))",,residential,,0,no risk,2531
"MULTILINESTRING ((41.8420932 9.5940424, 41.8422984 9.5941793, 41.8425263 9.5943518))",,residential,,0,no risk,2532
"MULTILINESTRING ((41.8356246 9.6186706, 41.8357524 9.6191403, 41.8358702 9.6196087))",,residential,,0,no risk,2533
"MULTILINESTRING ((41.8369288 9.6225719, 41.8365651 9.6226363, 41.8362808 9.6226918, 41.8358097 9.6228019, 41.8354708 9.6228505, 41.8351221 9.6229166, 41.8347251 9.6230161))",,residential,,0,no risk,2534
"MULTILINESTRING ((41.8378834 9.6236637, 41.8378561 9.6229006))",,residential,,0,no risk,2535
"MULTILINESTRING ((41.8372495 9.5974416, 41.837555 9.5973906, 41.8377072 9.5973803, 41.8377909 9.5974137, 41.8378729 9.5974716, 41.837989 9.5975651, 41.8380631 9.5976173, 41.8381491 9.5976463, 41.8382901 9.5976832, 41.8383307 9.5976709, 41.8383597 9.5976377, 41.8385003 9.5970963))",,residential,,0,no risk,2536
"MULTILINESTRING ((41.8397753 9.5958937, 41.8398441 9.5959525, 41.8398705 9.5960233, 41.8399578 9.5964303))",,residential,,0,no risk,2537
"MULTILINESTRING ((41.8324802 9.5972986, 41.8320885 9.5972832))",,residential,,0,no risk,2538
"MULTILINESTRING ((41.8329657 9.6109132, 41.8328519 9.6107154))",,residential,,0,no risk,2539
"MULTILINESTRING ((41.8398968 9.5926915, 41.8395546 9.5922107, 41.8392363 9.591811))",,residential,,0,no risk,2540
"MULTILINESTRING ((41.8448231 9.6113676, 41.8448317 9.611405, 41.8448238 9.6114537, 41.8448106 9.611582, 41.8447918 9.611819, 41.8447884 9.6119727, 41.8447842 9.6121368))",,residential,,0,no risk,2541
"MULTILINESTRING ((41.8517954 9.5953918, 41.851843 9.5954276))",,secondary,,0,no risk,2542
"MULTILINESTRING ((41.8802851 9.5948047, 41.880535 9.5941032, 41.8807894 9.5933892))",,residential,,0,no risk,2543
"MULTILINESTRING ((41.834163 9.6137543, 41.8347426 9.613559, 41.8350591 9.6134579, 41.8350773 9.6134425))",,residential,,0,no risk,2544
"MULTILINESTRING ((41.8369339 9.6131941, 41.8370439 9.6131346, 41.8372397 9.6130764, 41.8373778 9.6130565, 41.8375052 9.6130711, 41.8379686 9.6131466))",,service,,0,no risk,2545
"MULTILINESTRING ((41.8769915 9.6072439, 41.8768794 9.6073656, 41.8768233 9.6074533, 41.876779 9.6075034, 41.8767012 9.6075542, 41.8765791 9.6076345, 41.876523 9.6076871, 41.8764524 9.6077272, 41.8764045 9.6077335, 41.8763557 9.6077058, 41.876296 9.6076844, 41.8762607 9.6076915, 41.8762173 9.6077459, 41.8761992 9.607795, 41.8761929 9.6078672, 41.8762218 9.6079591, 41.8763007 9.6080767, 41.8764152 9.608168))",,residential,,0,no risk,2546
"MULTILINESTRING ((41.8470834 9.5957423, 41.8473409 9.5960808, 41.8475756 9.5963955, 41.8476319 9.5965092, 41.8476427 9.5965595, 41.847639 9.5966136, 41.8476333 9.5966983, 41.8475756 9.5968173, 41.8475126 9.5968993, 41.8474643 9.5969535))",,residential,,0,no risk,2547
"MULTILINESTRING ((41.8541309 9.5948576, 41.8541658 9.5949026, 41.8541953 9.5949925, 41.8542248 9.5954606, 41.8542074 9.5961707))",,service,,0,no risk,2548
"MULTILINESTRING ((41.8543535 9.5955723, 41.8555613 9.5955401))",,service,,0,no risk,2549
"MULTILINESTRING ((41.8507822 9.6040332, 41.850923 9.6039909, 41.8509968 9.6039975, 41.8510906 9.604024, 41.8513039 9.6041126, 41.8514729 9.6042197, 41.8517531 9.6044008, 41.8517927 9.6044289, 41.8518054 9.6044369, 41.8518229 9.6044432, 41.8519047 9.6044498, 41.8520777 9.6044551))",,residential,,0,no risk,2550
"MULTILINESTRING ((41.8369333 9.6067988, 41.8369239 9.6067909, 41.8369111 9.6067492, 41.8368346 9.6064753))",,residential,,0,no risk,2551
"MULTILINESTRING ((41.8320134 9.6019228, 41.8320711 9.601948, 41.8320952 9.601977, 41.8321697 9.6021043, 41.8322099 9.6021744, 41.8322384 9.60222, 41.8322521 9.602227, 41.8322602 9.6022299))",,residential,,0,no risk,2552
"MULTILINESTRING ((41.83246 9.6017443, 41.8324292 9.6017232, 41.8323916 9.6016623, 41.8323393 9.6014838, 41.8323383 9.601466, 41.8323407 9.6014494))",,residential,,0,no risk,2553
"MULTILINESTRING ((41.8481409 9.6103725, 41.8482022 9.6106234, 41.8482472 9.6107835, 41.8482669 9.6109751, 41.8482007 9.6112149, 41.8480327 9.6118055, 41.8477895 9.612814, 41.8477178 9.6131028, 41.8476212 9.6133168, 41.8474725 9.6136229))",,residential,,0,no risk,2554
"MULTILINESTRING ((41.8355055 9.6125408, 41.8356261 9.6128511, 41.8357665 9.6132014))",,residential,,0,no risk,2555
"MULTILINESTRING ((41.8422123 9.6109715, 41.8432404 9.6111253, 41.8437634 9.6111935, 41.8438015 9.6112004, 41.8441662 9.6112553, 41.8446223 9.6113062, 41.8446517 9.6109903))",,residential,,0,no risk,2556
"MULTILINESTRING ((41.8216261 9.6045249, 41.821746 9.6049279, 41.8218744 9.6052818, 41.8219042 9.6055024, 41.8219243 9.6056028, 41.8219404 9.6056484, 41.8219779 9.6058435, 41.8220181 9.6058925, 41.8223695 9.6059203, 41.8225935 9.6059294))",,residential,,0,no risk,2557
"MULTILINESTRING ((41.8431284 9.6121935, 41.8430913 9.6122334, 41.8430758 9.6122717, 41.8430923 9.6125871, 41.8430923 9.6127723, 41.8431151 9.612968, 41.8431567 9.6132258))",,residential,,0,no risk,2558
"MULTILINESTRING ((41.835523 9.6116489, 41.8366442 9.6112454, 41.8369657 9.6111315, 41.8377909 9.6108392, 41.8384281 9.6106017, 41.8384767 9.6105849, 41.8385247 9.6105713, 41.8391358 9.6103527, 41.8393568 9.6102732, 41.8396598 9.6101848, 41.8398616 9.610137, 41.84022 9.6100361, 41.8405221 9.609936, 41.8410364 9.6097561, 41.8415654 9.6095604, 41.8422367 9.6093105, 41.8428147 9.6090963, 41.8436542 9.6087816, 41.8441908 9.6085349, 41.8446434 9.6083396, 41.8451033 9.6081707, 41.8456374 9.6079858, 41.8461404 9.6078452, 41.846787 9.6076471, 41.847133 9.6075208, 41.8473013 9.6074441))",East West University Road,primary,,0,no risk,2559
"MULTILINESTRING ((41.8340052 9.5990879, 41.8342406 9.5995857, 41.8344666 9.6000839, 41.8346433 9.6005177, 41.834781 9.6008559, 41.8349485 9.6013734, 41.8351464 9.6018695, 41.8353635 9.6024108, 41.8355433 9.6028987, 41.8356708 9.6032557, 41.8357395 9.603454, 41.8359506 9.6040251))",,residential,,0,no risk,2560
"MULTILINESTRING ((41.8273618 9.6066091, 41.827373 9.6065818, 41.8273515 9.6065132, 41.8271345 9.6058757, 41.8270491 9.605612, 41.8269692 9.60539, 41.826704 9.6046109, 41.8266742 9.6045424, 41.826646 9.6045064, 41.8265914 9.6044803))",,service,,0,no risk,2561
"MULTILINESTRING ((41.8434128 9.6065073, 41.8434624 9.6066144, 41.8434598 9.6066534, 41.8434473 9.6066947, 41.843268 9.6069304, 41.8431768 9.6070428, 41.8431191 9.6071605, 41.8431028 9.6072716))",,residential,,0,no risk,2562
"MULTILINESTRING ((41.8414598 9.6076124, 41.8414706 9.6075754, 41.8414568 9.6074778))",,residential,,0,no risk,2563
"MULTILINESTRING ((41.8399334 9.6092606, 41.84022 9.6100361))",,residential,,0,no risk,2564
"MULTILINESTRING ((41.8143269 9.6072292, 41.8143792 9.6071314, 41.8144128 9.6070454, 41.8144342 9.6069754, 41.8144329 9.6068788, 41.8144152 9.6067683))",,residential,,0,no risk,2565
"MULTILINESTRING ((41.8198121 9.6020061, 41.8196672 9.6022475, 41.8196089 9.6023499, 41.819568 9.6024081, 41.8194506 9.6025377))",,residential,,0,no risk,2566
"MULTILINESTRING ((41.8398849 9.6037955, 41.8397652 9.6034538, 41.8395424 9.602818))",,residential,,0,no risk,2567
"MULTILINESTRING ((41.8285318 9.6025604, 41.8276333 9.602879, 41.826777 9.6031931, 41.8259913 9.6034766, 41.8259122 9.6035109, 41.8251403 9.6038541, 41.8244311 9.6040404, 41.823648 9.6043097, 41.8227688 9.6046118, 41.821746 9.6049279, 41.8214062 9.6050036, 41.8209869 9.6051136))",,residential,,0,no risk,2568
"MULTILINESTRING ((41.8388195 9.6075652, 41.8390246 9.6074891))",,service,,0,no risk,2569
"MULTILINESTRING ((41.8410735 9.6098061, 41.8410364 9.6097561))",,secondary,,0,no risk,2570
"MULTILINESTRING ((41.8252271 9.6040966, 41.8251403 9.6038541, 41.8251222 9.6037172, 41.8251201 9.603676, 41.8250992 9.6035695, 41.8250665 9.6033929))",,residential,,0,no risk,2571
"MULTILINESTRING ((41.82263 9.6086912, 41.8224379 9.608131))",,service,,0,no risk,2572
"MULTILINESTRING ((41.884287 9.5955426, 41.8843418 9.5954932))",,secondary_link,,0,no risk,2573
"MULTILINESTRING ((41.8669552 9.6088431, 41.8669482 9.6089697, 41.8669455 9.6089985, 41.8669355 9.6091099, 41.8669116 9.6092566, 41.8668764 9.6093971, 41.8668607 9.6094527, 41.8668255 9.609577, 41.8668184 9.6096077, 41.8668242 9.6096753, 41.8668281 9.6097109, 41.8668459 9.6097918, 41.8668754 9.6100127, 41.8669774 9.6104252, 41.8670189 9.6107069, 41.8670565 9.6109224, 41.8670511 9.6110811))",,residential,,0,no risk,2574
"MULTILINESTRING ((41.8640831 9.6065423, 41.8640695 9.6066665, 41.8640363 9.6070825, 41.8640283 9.6071473))",Shinile Road,tertiary,,0,no risk,2575
"MULTILINESTRING ((41.8213657 9.6032108, 41.8216585 9.6045109))",,residential,,0,no risk,2576
"MULTILINESTRING ((41.8252998 9.6027191, 41.8257087 9.6025821, 41.8264623 9.6023294))",,residential,,0,no risk,2577
"MULTILINESTRING ((41.822512 9.5996949, 41.8226772 9.600125, 41.8228211 9.600525, 41.8229893 9.600979, 41.8231371 9.6013927, 41.8233644 9.6020292))",,residential,,0,no risk,2578
"MULTILINESTRING ((41.8020154 9.6139805, 41.8020138 9.6137618))",,primary_link,,0,no risk,2579
"MULTILINESTRING ((41.8821423 9.5930151, 41.8824752 9.5931346, 41.8825597 9.5931756, 41.8826076 9.5932214))",,residential,,0,no risk,2580
"MULTILINESTRING ((41.8816209 9.5926989, 41.8817765 9.5924298))",,residential,,0,no risk,2581
"MULTILINESTRING ((41.8767446 9.5920622, 41.876705 9.5921766, 41.8765085 9.59276, 41.876264 9.5934846, 41.8760287 9.5942029, 41.8757747 9.5949194, 41.8754402 9.59589, 41.87518 9.596648, 41.8749266 9.5973723, 41.8747622 9.5977876))",,residential,,0,no risk,2582
"MULTILINESTRING ((41.8734112 9.5977247, 41.8741473 9.5979697))",,residential,,0,no risk,2583
"MULTILINESTRING ((41.8644279 9.6085542, 41.8640229 9.6085198, 41.8639505 9.6085674))",,service,,0,no risk,2584
"MULTILINESTRING ((41.8521595 9.6050984, 41.8520057 9.6049644))",,residential,,0,no risk,2585
"MULTILINESTRING ((41.85216 9.604926, 41.8521595 9.6050984))",,residential,,0,no risk,2586
"MULTILINESTRING ((41.8719486 9.6086286, 41.8715622 9.6088487, 41.8711944 9.6090661, 41.8708623 9.6092739, 41.8705837 9.6094351, 41.8705678 9.609459, 41.8705566 9.6095032, 41.8705332 9.6096478, 41.8705118 9.6096984, 41.8704836 9.6097651, 41.8703708 9.6100316, 41.8703577 9.6100906, 41.8703586 9.6101532, 41.8703502 9.6106015))",,residential,,0,no risk,2587
"MULTILINESTRING ((41.868576 9.5965423, 41.8684013 9.5967026))",,residential,,0,no risk,2588
"MULTILINESTRING ((41.8427731 9.5906658, 41.8424841 9.5906644, 41.8420952 9.5906585, 41.8419463 9.5906684, 41.841892 9.5906737, 41.8418511 9.5907008, 41.8415956 9.5909726, 41.8415125 9.5910704, 41.8413448 9.5913071, 41.8412456 9.5914671))",,residential,,0,no risk,2589
"MULTILINESTRING ((41.826047 9.6038129, 41.8259913 9.6034766))",,residential,,0,no risk,2590
"MULTILINESTRING ((41.8500084 9.606059, 41.8492641 9.6062269, 41.8488946 9.6063384, 41.848832 9.6063573, 41.8481354 9.6065434, 41.8471793 9.6067512))",,residential,,0,no risk,2591
"MULTILINESTRING ((41.8430636 9.6015566, 41.8430366 9.6014818))",,primary_link,,0,no risk,2592
"MULTILINESTRING ((41.8228211 9.600525, 41.8234524 9.6003204, 41.823892 9.600168, 41.8243277 9.6000272, 41.8251888 9.5997398, 41.8258316 9.5994593, 41.826158 9.5993518, 41.8269277 9.5990984))",,residential,,0,no risk,2593
"MULTILINESTRING ((41.8274087 9.5955766, 41.8273774 9.595056, 41.8273616 9.594748))",,residential,,0,no risk,2594
"MULTILINESTRING ((41.8256514 9.5956283, 41.8263497 9.595602, 41.8271214 9.5955786, 41.8274087 9.5955766))",,residential,,0,no risk,2595
"MULTILINESTRING ((41.8336122 9.5968289, 41.833621 9.5963772))",,residential,,0,no risk,2596
"MULTILINESTRING ((41.8351424 9.5944971, 41.8358632 9.5942054))",,residential,,0,no risk,2597
"MULTILINESTRING ((41.8474871 9.6026805, 41.8473255 9.602186, 41.8468349 9.6010984))",,residential,,0,no risk,2598
"MULTILINESTRING ((41.8435795 9.6122899, 41.8437634 9.6111935))",,residential,,0,no risk,2599
"MULTILINESTRING ((41.8212497 9.6041919, 41.8212344 9.6046152))",,service,,0,no risk,2600
"MULTILINESTRING ((41.8297853 9.606111, 41.8293172 9.6046553, 41.829024 9.6038879, 41.8287514 9.6032223, 41.82871 9.6031007, 41.8286404 9.6028957, 41.8285318 9.6025604, 41.8283927 9.6021729))",North South Goro Link West,unclassified,,0,no risk,2601
"MULTILINESTRING ((41.837415 9.5990626, 41.8376729 9.5998225, 41.8377949 9.6002607, 41.837866 9.6005675, 41.8379223 9.6008273, 41.8380598 9.6012914, 41.8381222 9.6014904, 41.8382402 9.6018984, 41.8383575 9.6022805, 41.8384393 9.6025086, 41.8385185 9.6027103, 41.8386519 9.6030362))",North South Sabiyan Link Seido,unclassified,,0,no risk,2602
"MULTILINESTRING ((41.8307964 9.6140946, 41.8310096 9.6147141))",,residential,,0,no risk,2603
"MULTILINESTRING ((41.84022 9.6100361, 41.8402374 9.6101074))",,residential,,0,no risk,2604
"MULTILINESTRING ((41.8649716 9.5919975, 41.8649751 9.592119, 41.8649751 9.592205, 41.8649496 9.5922671, 41.8647136 9.592562, 41.8647008 9.5925799))",,residential,,0,no risk,2605
"MULTILINESTRING ((41.8414893 9.5979437, 41.8414602 9.5980788, 41.8414461 9.5981403, 41.841424 9.598182, 41.841373 9.598217, 41.8413039 9.5982481, 41.8412174 9.5982739, 41.8411805 9.5982818, 41.8410344 9.5982792, 41.8409054 9.5982556, 41.8408459 9.5982451, 41.8408077 9.5982415, 41.8407071 9.5982296, 41.840573 9.598219, 41.8405013 9.5982011, 41.8403833 9.5981535))",,residential,,0,no risk,2606
"MULTILINESTRING ((41.8411008 9.5959155, 41.8409814 9.5958652, 41.8407762 9.5958031, 41.8405294 9.5957684))",,residential,,0,no risk,2607
"MULTILINESTRING ((41.8543947 9.5965, 41.8555771 9.5964511))",,service,,0,no risk,2608
"MULTILINESTRING ((41.8518186 9.6083656, 41.8518578 9.6084173, 41.8518705 9.6084405, 41.8518792 9.6084828, 41.8518859 9.6085674, 41.851898 9.6086322, 41.8519127 9.6086719, 41.851965 9.6087327, 41.8521756 9.6089403, 41.8522131 9.6089905, 41.8522346 9.6090395, 41.8522765 9.6091959))",,residential,,0,no risk,2609
"MULTILINESTRING ((41.8553594 9.6026964, 41.8562405 9.6034025))",,residential,,0,no risk,2610
"MULTILINESTRING ((41.8548451 9.6056517, 41.8548256 9.6056597, 41.8545252 9.6056544))",,service,,0,no risk,2611
"MULTILINESTRING ((41.822449 9.6050792, 41.8225493 9.6054005))",,residential,,0,no risk,2612
"MULTILINESTRING ((41.8391706 9.6061021, 41.8393506 9.6065238))",,residential,,0,no risk,2613
"MULTILINESTRING ((41.8391633 9.6080569, 41.8392064 9.6081172, 41.8392319 9.6081773, 41.8392668 9.6082937, 41.8393797 9.608592))",,service,,0,no risk,2614
"MULTILINESTRING ((41.8317971 9.6101273, 41.8316916 9.6097707, 41.8316902 9.609731))",,residential,,0,no risk,2615
"MULTILINESTRING ((41.8387707 9.6075414, 41.8387082 9.6073694))",,service,,0,no risk,2616
"MULTILINESTRING ((41.829883 9.5969663, 41.8298646 9.5969955, 41.8298601 9.5971811, 41.8298542 9.5974066, 41.8298014 9.5974954, 41.8297249 9.5975456, 41.8292927 9.5977703, 41.8292443 9.5978275, 41.8292457 9.5978965, 41.8292748 9.5979672, 41.8294793 9.598271, 41.829967 9.5989576, 41.8302933 9.5986963, 41.8304644 9.5985584, 41.8309316 9.5980764, 41.8310838 9.5979247))",,residential,,0,no risk,2617
"MULTILINESTRING ((41.8282119 9.5977704, 41.8287084 9.5973604))",,residential,,0,no risk,2618
"MULTILINESTRING ((41.8353797 9.5977626, 41.8359893 9.5982945, 41.8363844 9.5986587, 41.8364461 9.5987873))",,residential,,0,no risk,2619
"MULTILINESTRING ((41.8373002 9.5965978, 41.8367345 9.5964184))",,residential,,0,no risk,2620
"MULTILINESTRING ((41.842242 9.5973714, 41.8421615 9.5979743))",,residential,,0,no risk,2621
