lon,lat,fid,name,description,type,Administrative region,Date of installation
33.5356636,-11.3485955,22913,Kabwafu forest office borehole ,Close to bluegum tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",12/8/1989
33.8922765,-11.3067343,13307,.Mateyo Mbano borehole ,Close to Chabonga river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/26/2010
33.583818,-11.265386,20629,Simon chisi borehore ,Close to changoma road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/10/2007
33.5815156,-11.2745817,32445,Zgoka Pundi borehore ,Close to changoma road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/23/2007
33.5891146,-11.2835176,25919,Simon Nthara borehore ,Close to changoma road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/2/2018
33.578549,-11.2699315,4334,Zgoka Pundi borehore ,Close to changoma road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/20/1999
33.6697896,-11.3119391,31615,Masawani masango borehore ,Close to chanjoka river,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/3/2007
33.6686099,-11.3004499,31617,Visepo mithi 2 borehore ,Close to chanjoka river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/9/2010
33.7178377,-11.1988264,28956,Zangazanga kumwenda borehore ,Close to chankhomi hills,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/20/2011
33.6233505,-11.366204,34916,Ben mbulo water point,Close to chankhufustream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",3/15/2018
33.4610569,-11.2517758,25127,Lameck L wanjani borehore 2,Close to chaphara stream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/11/2007
33.4519938,-11.2328613,19802,Chanangika chawinga borehore 2,Close to chasamba river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/22/2000
33.4434693,-11.2229017,19419,Levi Theu borehore ,Close to chasamba river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/9/2008
33.4266334,-11.2132707,2435,Wato kumwenda borehore ,Close to chasamba river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/10/1990
33.6554557,-11.1493473,4974,Yagontha village borehole ,Close to chesamu river,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/18/2019
33.5225826,-11.201621,29814,Majuba Fungwe village borehole ,Close to chibangalala dambo ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/15/2011
33.5266692,-11.2048569,29813,Tutumale Nyirenda village borehole ,Close to chibangalala dambo ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",8/18/2007
33.6188587,-11.3298643,16405,Chigodo Ndhlovu borehore ,Close to chibekeni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/23/2018
33.6077445,-11.3981345,13648,Lazalo machamo borehore ,Close to chichenga stream,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/14/2000
33.6198771,-11.2082021,13688,Chikandazovu primary school borehore ,Close to chikandazovu primary school ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/5/2007
33.3325847,-11.7471272,19036,Kaonekera School borehole,Close to Chiombo tree and netball court,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",6/17/1998
33.6607169,-11.328267,27010,Robert qoma borehore 2,Close to chisavi tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/2/2002
33.5811098,-11.3599724,26580,Block L borehore ,Close to chisavu tree,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/12/1996
33.7076025,-11.2265698,23228,Elunyeni cdss borehore ,Close to chisavu tree,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",5/10/2000
33.62824,-11.381139,13409,Kuluwunda Ngulube borehore ,Close to chisavu tree,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/30/2007
33.5991133,-11.2270773,5322,Chiwengere Nthara borehore ,Close to chiwengere village ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",3/4/2017
33.3804196,-12.1242408,19815,Chizimya primary school borehole,Close to chizimya primary school,Borehole or tubewell,"TA M'Mbelwa, Mzimba, Malawi",8/5/2001
33.8441996,-11.3418452,28906,Chinombo Jere village BH,Close to Ekwendeni - Mtwalo/Mpherembe Road,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/11/2006
33.5976153,-11.3420869,15239,Emgazini primary water point,Close to Emgazini primary ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",3/7/2017
33.6696781,-11.2921508,31608,Moses qumayo borehore ,Close to enhlonipeni road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/30/2001
33.6058615,-11.2770873,17178,Zimon jere borehore ,Close to enkweleni road m5,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/6/2007
33.614787,-11.2362301,13639,Enkweleni primary school borehore ,Close to enkweleni school ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/2/1999
33.5923171,-11.2929052,15027,Chamabingo Hara borehore ,Close to Euthini road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/10/2017
33.591492,-11.2979498,6548,Jeremia Ngoma borehore ,Close to Euthini road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/2/2007
33.5797717,-11.3080332,19211,Kosamu mtonga borehore ,Close to Euthini road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",7/7/2007
33.5837015,-11.3065282,7789,Levi Ngulube borehore ,Close to Euthini road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/31/2018
33.5704897,-11.3072321,17920,Majigs primary school borehore ,Close to Euthini road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/2/2007
33.6594262,-11.2847134,6250,Masawani makwakwa village borehore ,Close to ezweleni primary school ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/11/2007
33.6437392,-11.2881519,30631,Chuma Gwayi borehore ,Close to ezweleni road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/4/2018
33.6252366,-11.287007,35793, Chisoko Lozi borehore ,Close to ezweleni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/7/2018
33.6275749,-11.2873747,3939,FundanI Nkhachani borehore ,Close to ezweleni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/6/2018
33.6353343,-11.2785774,32317,Julius Nyirenda borehore ,Close to ezweleni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/23/2007
33.6606917,-11.2891114,928,Samuel makwakwa 2 borehore ,Close to ezweleni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/10/2007
33.6512376,-11.285897,30113,Thom makwakwa borehore ,Close to ezweleni road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/14/2007
33.6596683,-11.2871996,8083,Samuel makwakwa borehore ,Close to ezweleni school ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/3/1969
33.6373705,-11.3072384,17436,Mzowa 2 borehore ,Close to football ground,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/17/2018
33.6028054,-11.3111105,17857,Aron jere 2 water point ,Close to football ground ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/3/2007
33.7181549,-11.2276509,28194,Mtumadolo makwakwa borehore ,Close to Gonera river,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/19/2007
33.7150379,-11.2422765,28237,Chimbere makwakwa borehore ,Close to Gonera river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",7/26/2007
33.7136317,-11.237147,7137,Kanamunjili Gondwe borehore ,Close to Gonera river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/3/2010
33.7080644,-11.2198604,28937,Mahekeya makwakwa borehore ,Close to Gonera river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",10/18/2016
33.7140212,-11.2066229,28954,Yeremia mvalo 3 borehore ,Close to Gonera river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/12/2008
33.5372572,-11.3823136,26750,Gowoyani nyangulu borehore ,Close to Gowoyani nyangulu dam,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",12/1/2007
34.2026208,-10.7715318,20915,Kanthonga borehole,Close to graveyard along M1 road,Borehole or tubewell,"TA Mwamlowe, Rumphi, Malawi",2/5/2001
33.4586518,-11.2092249,32102,Mnyanjagha Bota borehore ,Close to guafa trees ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/11/2001
33.4994635,-11.2220524,17279,NthAinda Soko village borehole ,Close to guava tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/9/1993
33.6480581,-11.2367703,31444,Ziuya water point,Close to Holly cross church,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/4/2007
33.6088841,-11.2897695,30627,MsafirI borehole ,Close to Jame Zimba house,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/14/2019
33.6084621,-11.2862072,29744,Aram jere borehore ,Close to jehova witness church ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/10/2007
33.7085023,-11.170207,4885,Nyozomo Nyirenda borehore ,Close to jerekere river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/6/2007
33.6217374,-11.286608,30901,Chinombo jere borehore ,Close to jumbo river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/5/2007
33.5980814,-11.2792602,15760,Julius Nkuna borehore ,Close to jumbo river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/1/2000
33.5213067,-11.3136167,26820,Kabwafu community day secondary school borehore ,Close to kabwafu primary school road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",7/25/2007
33.5944313,-11.4371873,781,Kantcheni primary school borehole ,Close to kafukule  -Mkwangwali road,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/24/2019
33.5855249,-11.401401,25510,Kakululu primary school borehore ,Close to kafukule road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",1/1/2018
33.7045096,-11.2195266,28940,Kakuwonda makwakwa borehore ,Close to kahanje dam,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/15/2016
33.6990943,-11.2313369,28148,Chingwa munthali borehore ,Close to kahanje stream,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/1/2012
33.3227934,-11.6562774,16964,Wanitaya School borehole,Close to Kakombwe - Kaonekera road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",6/6/2013
33.5832633,-11.4069423,26928,Daud machamo borehore ,Close to kakululu primary school road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",3/4/2018
33.5770966,-11.3992006,25946,Kayipondole Nyirenda borehore ,Close to kakululu primary school road ,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",3/10/2018
33.6075692,-11.4087677,20094,Kachinda mhango borehore 2,Close to kakululu river,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",3/8/2017
33.5733011,-11.4005007,34192,Mafanisera mkhala borehore ,Close to kakululu road ,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",5/26/2007
33.4354701,-11.2531843,21024,Seleman zimba borehore ,Close to kalanga river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/16/2004
33.4469629,-11.2383494,35341,Mchintha chawinga borehore ,Close to kalanga road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/8/2004
33.3315567,-12.2046278,5850,Kasichi trading  centre borehole ,Close to Kalikumbi health centre,Borehole or tubewell,"TA M'Mbelwa, Mzimba, Malawi",9/29/1992
33.4930348,-11.2489443,8464,Malidade jere 1 borehore ,Close to kampondo road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",8/30/2007
33.5268359,-11.2587914,19526,Katumbu kumwenda village borehole ,Close to kampongozo stream ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/15/2007
33.7253177,-11.2044889,28953,Baron longwe borehore ,Close to kankhoka river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/13/2008
33.7249238,-11.2112765,28942,Yeremia mvalo 2 borehore ,Close to kankhoka river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/9/2008
33.5973163,-11.2702405,14741,Chinjoka Nkuna 2 borehore,Close to kanthete river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/23/2007
33.5980876,-11.2883605,19173,Chamabingo Hara 1 borehore ,Close to kanthete stream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/28/2001
33.651092,-11.2601122,31492,Godi chambani borehore ,Close to Kanyoli river,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/27/2002
33.7002611,-11.3667492,27258,Chandalala jere borehore 2,Close to kapongolo road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/6/2007
33.7182267,-11.2341366,28195,Zebedia makwakwa borehore ,Close to kasamwa river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",7/21/2007
33.68493,-11.0900658,16060,ChImbendengu village borehole ,Close to kasha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/12/2007
33.5652921,-11.1791966,5921,Jojojjo mkandawire borehole ,Close to kasha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/21/2010
33.6487,-11.0766202,25983,Kamalaviwinda  school  borehole ,Close to kasha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/1/2018
33.471777,-11.2171506,6298,Yomeyo Mvula village borehole ,Close to kasha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",7/26/2007
33.5773933,-11.1944195,3854,Zakaliya kumwenda village borehole ,Close to kasha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/16/2019
33.6686922,-11.3734118,26486,Katikwi dam borehore ,Close to katikwi dam,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/14/2007
33.5939124,-11.4106838,27034,Mathufeyo jere borehore ,Close to katonthowere river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",5/26/2007
33.7141978,-11.21322,28938,Yeremia mvalo borehore ,Close to kaulufu river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/24/2008
33.5395679,-11.1896305,19464,Lameck Chisi village borehole ,Close to kayamba stream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/20/1995
33.6960164,-11.2260075,28150,Chilembo chirambo borehore ,Close to kazuni elunyeni road,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",5/13/2010
33.6908859,-11.2240697,28160,Mthuzi mithi borehore ,Close to kazuni elunyeni road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/11/2000
33.61803,-11.2311175,18997,Daniel Jere borehore ,Close to kazuni road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/24/2000
33.6604156,-11.1595614,28383,Mpherapi kumwenda borehore ,Close to kazuni road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/20/2012
33.6889906,-11.2784255,21908,Saulosi Mumba village borehole ,Close to kesha tree ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/25/2005
33.5761948,-11.1782341,33157,Thunduwike cooperative borehole ,Close to kesha tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/5/2018
33.5797592,-11.1765055,25562,Chazeleka Mzumara borehole ,Close to khawango dambo ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",12/3/2007
33.7071571,-11.1842363,28969,Hannock longwe 2 borehore ,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",12/6/2013
33.703959,-11.1943445,28977,Kamuwoli full primary school borehore ,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",5/20/2001
33.7067806,-11.2144383,28982,Mahekeya makwakwa borehore 2,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",7/26/2007
33.7029977,-11.1666909,28972,Mawanga nyasulu borehore ,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/1/1986
33.7030211,-11.163435,28975,Nyambwani chavula borehore ,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/7/2008
33.7088694,-11.1951233,28976,Thukwayo jere borehore ,Close to khuyu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/12/2007
33.6228663,-11.22226,13212,Kamangadazi makwakwa borehore ,Close to ku wanyake village,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/18/2000
33.5951207,-11.2752069,15779,Chinjoka Nkuna borehore ,Close to lindeni river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/14/2018
33.5585898,-11.254441,15885,Simon chisi 3 borehore ,Close to lindeni river ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/19/2011
33.5955632,-11.2465834,13503,Loyd Gumbo borehore ,Close to loyd Gumbo village ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",11/29/2017
33.6870371,-11.2278986,28163,Simon chingwa 2,Close to luring a stream,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",7/25/2007
33.6533979,-11.2307286,31419,Chilembwe water point,Close to Lutheran churc,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/17/2007
33.6147896,-11.2811308,19710,Kamawika Gumbo borehore ,Close to Lutheran church ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/24/2018
33.6950643,-11.3731097,27251,Chandalala jere borehore ,Close to Lutheran luvwere,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/10/1992
33.939125,-11.1986018,3272,Yolamu Nyirenda borehole ,Close to Luwazi river ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/30/2002
33.8730465,-11.1919568,28784,Kachinda Hara borehole 2,Close to M1 from Ekwendeni to Enukweni ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",10/11/1993
34.1435969,-10.7463776,20727,Chilipapo borehole,Close to M1 road,Borehole or tubewell,"STA Njikula, Rumphi, Malawi",8/11/2004
33.6279173,-11.3137364,20281,Chibisa Hara water point ,Close to m5 road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/8/2002
33.6339249,-11.3225316,20435,Kampepule nqumayo borehore ,Close to m5 road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",7/23/2002
33.6302933,-11.3171838,13792,Mangombera primary school borehore ,Close to m5 road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/16/2009
33.6404595,-11.3339039,20469,Mlonyeni mugemezulu borehore ,Close to m5 road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/24/1994
33.6301603,-11.3179631,20342,Mwamba Jere borehore ,Close to m5 road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/5/1972
33.654165,-11.3663825,7818,Mzanya jere borehore ,Close to m5 road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/5/2018
33.6089992,-11.2879324,5625,Mpherembe admarc borehore ,Close to m5 road at admarc ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/23/1994
34.1705458,-10.7360366,3469,Mwaziko,Close to Maduna road,Borehole or tubewell,"STA Njikula, Rumphi, Malawi",10/2/1999
33.6220648,-11.2700956,32116,Khawango mbawa borehore ,Close to magido ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/28/2018
33.6231827,-11.2684219,15318,Joshua mafuleka borehore ,Close to magido road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/18/2007
33.6258502,-11.2733057,32469,Ziyawera Nkuna borehore ,Close to magido road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/13/2007
33.5779216,-11.2857239,16510,Zithuwa borehore ,Close to magiga school road,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/4/1971
33.5777293,-11.2876696,17085,Saulos mugemezulu borehore ,Close to magiga school road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/8/2007
33.576042,-11.2888246,17137,Saulos mugemezulu borehore 2,Close to magiga school road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",3/27/2002
33.6187006,-11.2272916,25713,Kamangadazi makwakwa borehore ,Close to mahoha,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",10/22/2007
33.6147167,-11.2521853,13244,Mabulabo mbewa borehore ,Close to main road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/6/2007
33.617693,-11.2292105,13153,Kamangadazi makwakwa borehore ,Close to main road to kazuni ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/9/2016
33.5270769,-11.1756662,14516,Kabila primary school borehole ,Close to malaina tree ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",9/24/2007
33.613207,-11.381073,2393,Matala trading centre ,Close to malayina forest,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",6/4/2002
33.6204956,-11.2765046,33101,Chimunyama mandhlopa 1borehore,Close to malelemba stream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",1/30/2018
33.5000979,-11.2404784,25181,Zosala Ngulube borehore ,Close to malidade road ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",5/8/2011
33.597883,-11.3172269,26427,Malisawa kajani borehore ,Close to malisawa village ,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/17/2018
33.6050703,-11.2886622,3083,Aram jere 2 borehole ,Close to mango tree,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",4/30/2007
